Schoolid	adjacentschool	parkinglotc	parkinglotb	altparking	bikeracks	segments	Walkscore	LICOATda	SamplingQuadrant	sidewalkboth	sidewalkbothperc	sidewalkone	sidewalkoneperc	parkingsignboth	parkingsignbothperc	parkingsignone	parkingsignoneperc	mountableboth	mountablebothperc	mountableone	mountableoneperc	speedlimitsign	speedlimitsignperc	speedlimit40	speedlimit40perc	speedlimit30	speedlimit30perc	marking	markingperc	obstructions	obstructionsperc	dropoffc	dropoffcperc	dropoffb	dropoffbperc	publicspaces	publicspacesperc	graffiti	graffitiperc	garbage	garbageperc	entrance	entranceperc	device	deviceperc	bikeinfra	bikeinfraperc	caroccupant	caroccupantprop	pedcount	pedcountprop	bikecount	bikecountprop	Other	Otherprop	bussed	enrolment	Bussedprop	ActiveT	ActiveTprop	TotalCount	DanBehaCongestion	DanBehaAdultCrossG	DanBehaChildCrossG	DanBehaDrivDoublePark	DanBehaDrivDropOffOppSide	DanBehaDrivBlockView	DanBehaDrivParkBlock	DanBehaDrivNotFollControls	DanBehaDrivBackUp	DanBehaDrivTexting	DanBehaDrivPhone	DanBehaDrivUTurn	DanBehaTruck	DanBehaPedNotFolControlsA	DanBehaPedNotFolControlsC	DanBehaPedNotFolCrossGA	DanBehaPedNotFolCrossGC	DanBehaPedJayWalkA	DanBehaPedJayWalkC	DanBehaPedDeviceA	DanBehaPedDeviceC	DanBehaPedBetParkCarsA	DanBehaPedBetParkCarsC	ActLivClassEnv	CHASEYEAR	City	Newbussedprop	NewActiveT	NewActiveTProp
"LAV2746"	0.0	1.0	0.0	1.0	1.0	4.0	55.0	0.068		0.0	0.75	0.0	0.75	1.0	0.75	1.0	1.0	0.0	0.25	0.0	0.5	1.0	0.75	1.0	0.75	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	68.0	0.4594594594594595	31.0	0.20945945945945946	41.0	0.27702702702702703	8.0	0.05405405405405406	179.0	264.0	0.678030303030303	72.0	0.4864864864864865	148.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	2019.0	"LAV"	0.678030303030303	80.0	0.5405405405405406
"LAV2747"	0.0	1.0	0.0	1.0	1.0	5.0	27.0	0.08800000000000001		0.0	0.0	0.0	0.0	0.0	0.6	1.0	1.0	0.0	0.2	0.0	0.2	0.0	0.4	0.0	0.4	0.0	0.2	0.0	0.4	0.0	0.0	1.0	0.2	1.0	0.2	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.4	0.0	0.0	1.0	0.4	78.0	0.45614035087719296	75.0	0.43859649122807015	15.0	0.08771929824561403	3.0	0.017543859649122806	135.0	421.0	0.32066508313539194	90.0	0.5263157894736842	171.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2019.0	"LAV"	0.32066508313539194	93.0	0.543859649122807
"LAV2748"	0.0	1.0	1.0	0.0	1.0	3.0	27.0	0.042		0.0	0.6666666666666665	0.0	0.6666666666666665	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	1.0	0.0	0.0	1.0	0.33333333333333326	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	1.0	0.33333333333333326	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	167.0	0.5661016949152542	100.0	0.3389830508474576	25.0	0.0847457627118644	3.0	0.010169491525423728	601.0	862.0	0.697215777262181	125.0	0.423728813559322	295.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2019.0	"LAV"	0.697215777262181	128.0	0.43389830508474575
"LAV2751"	0.0	1.0	0.0	1.0	0.0	4.0	38.0	0.047		0.0	0.25	0.0	0.25	1.0	1.0	1.0	1.0	1.0	0.25	0.0	0.25	1.0	1.0	0.0	0.75	0.0	0.25	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	1.0	0.25	48.0	0.3779527559055118	63.0	0.49606299212598426	16.0	0.12598425196850394	0.0	0.0	294.0	558.0	0.5268817204301075	79.0	0.6220472440944882	127.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2019.0	"LAV"	0.5268817204301075	79.0	0.6220472440944882
"LAV2752"	0.0	1.0	0.0	0.0	1.0	4.0	62.0	0.036000000000000004		0.0	0.0	0.0	0.25	1.0	1.0	1.0	0.75	0.0	0.0	0.0	0.25	1.0	1.0	1.0	1.0	1.0	0.75	0.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	1.0	0.25	65.0	0.42483660130718953	48.0	0.3137254901960784	40.0	0.26143790849673204	0.0	0.0	54.0	394.0	0.13705583756345177	88.0	0.5751633986928104	153.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2019.0	"LAV"	0.13705583756345177	88.0	0.5751633986928104
"LAV2754"	0.0	1.0	0.0	0.0	1.0	3.0	55.0	0.022000000000000002		0.0	0.6666666666666665	0.0	0.6666666666666665	1.0	0.6666666666666665	1.0	1.0	0.0	0.33333333333333326	0.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	0.0	0.0	1.0	0.33333333333333326	1.0	0.33333333333333326	1.0	0.33333333333333326	0.0	0.0	0.0	0.0	1.0	0.6666666666666665	0.0	0.0	1.0	0.33333333333333326	111.0	0.575129533678757	53.0	0.27461139896373055	28.0	0.14507772020725387	1.0	0.0051813471502590676	64.0	381.0	0.1679790026246719	81.0	0.41968911917098445	193.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2019.0	"LAV"	0.1679790026246719	82.0	0.42487046632124353
"LAV2755"	0.0	1.0	0.0	1.0	1.0	3.0	37.0	0.041	1.0	0.0	0.0	1.0	1.0	0.0	0.3333333333333333	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	1.0	1.0	0.0	0.0	129.0	0.7588235294117647	33.0	0.19411764705882353	8.0	0.047058823529411764	0.0	0.0	285.0	457.0	0.6236323851203501	41.0	0.2411764705882353	170.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2018.0	"LAV"	0.6236323851203501	41.0	0.2411764705882353
"LAV2756"	1.0	1.0	0.0	0.0	1.0	4.0	44.0	0.040999999999999995	1.0	0.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	78.0	0.42162162162162165	65.0	0.35135135135135137	42.0	0.22702702702702704	0.0	0.0	317.0	578.0	0.5484429065743944	107.0	0.5783783783783784	185.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2018.0	"LAV"	0.5484429065743944	107.0	0.5783783783783784
"LAV2757"	0.0	1.0	0.0	0.0	1.0	2.0	33.0	0.027999999999999997		0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	103.0	0.38721804511278196	155.0	0.5827067669172933	6.0	0.022556390977443608	2.0	0.007518796992481203	4.0	400.0	0.01	161.0	0.6052631578947368	266.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2019.0	"LAV"	0.01	163.0	0.6127819548872181
"LAV2759"	1.0	1.0	0.0	0.0	1.0	4.0	73.0	0.04		0.0	0.5	0.0	0.5	1.0	0.75	1.0	1.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	1.0	0.25	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	46.0	0.575	20.0	0.25	14.0	0.175	0.0	0.0	85.0	242.0	0.3512396694214876	34.0	0.425	80.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2019.0	"LAV"	0.3512396694214876	34.0	0.425
"LAV2761"	1.0	1.0	0.0	1.0	0.0	3.0	77.0	0.087	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	1.0	0.3333333333333333	29.0	0.8787878787878788	3.0	0.09090909090909091	1.0	0.030303030303030304	0.0	0.0	320.0	351.0	0.9116809116809117	4.0	0.12121212121212122	33.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2018.0	"LAV"	0.9116809116809117	4.0	0.12121212121212122
"LAV2762"	0.0	1.0	0.0	0.0	1.0	5.0	58.0	0.044000000000000004		0.0	0.4	0.0	0.4	1.0	1.0	1.0	1.0	0.0	0.6	0.0	0.6	0.0	0.4	0.0	0.4	0.0	0.2	0.0	0.4	0.0	0.0	1.0	0.4	1.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	39.0	0.5	31.0	0.3974358974358974	6.0	0.07692307692307693	2.0	0.02564102564102564	212.0	334.0	0.6347305389221557	37.0	0.47435897435897434	78.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2019.0	"LAV"	0.6347305389221557	39.0	0.5
"LAV2764"	0.0	1.0	0.0	0.0	1.0	3.0	60.0	0.038		0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666665	1.0	1.0	1.0	0.6666666666666665	1.0	0.6666666666666665	0.0	0.33333333333333326	1.0	0.6666666666666665	0.0	0.0	1.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.33333333333333326	1.0	0.6666666666666665	0.0	0.33333333333333326	1.0	0.33333333333333326	169.0	0.7788018433179723	44.0	0.20276497695852536	4.0	0.018433179723502304	0.0	0.0	212.0	500.0	0.424	48.0	0.22119815668202766	217.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	2019.0	"LAV"	0.424	48.0	0.22119815668202766
"LAV2766"	0.0	1.0	0.0	1.0	0.0	4.0	76.0	0.11800000000000001		0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5	1.0	1.0	1.0	0.75	1.0	0.75	1.0	0.75	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.75	1.0	0.25	1.0	0.25	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.25	55.0	0.44	47.0	0.376	18.0	0.144	5.0	0.04	363.0	552.0	0.657608695652174	65.0	0.52	125.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2019.0	"LAV"	0.657608695652174	70.0	0.56
"LAV2770"	0.0	1.0	0.0	0.0	0.0	3.0	69.0	0.021	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.40789473684210525	78.0	0.5131578947368421	11.0	0.07236842105263158	1.0	0.006578947368421052	182.0	569.0	0.31985940246045697	89.0	0.5855263157894737	152.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2018.0	"LAV"	0.31985940246045697	90.0	0.5921052631578947
"LAV2771"	0.0	1.0	0.0	0.0	1.0	4.0	34.0	0.022000000000000002		0.0	0.75	0.0	0.75	1.0	1.0	1.0	1.0	0.0	0.25	0.0	0.5	1.0	0.5	1.0	0.5	0.0	0.25	1.0	0.5	1.0	0.5	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	1.0	0.25	85.0	0.5029585798816568	75.0	0.4437869822485207	8.0	0.047337278106508875	1.0	0.005917159763313609	447.0	702.0	0.6367521367521367	83.0	0.4911242603550296	169.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2019.0	"LAV"	0.6367521367521367	84.0	0.4970414201183432
"LAV2773"	0.0	1.0	1.0	0.0	1.0	3.0	28.0	0.02		0.0	1.0	1.0	1.0	1.0	0.6666666666666665	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666665	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	1.0	0.33333333333333326	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666665	0.0	0.0	1.0	0.6666666666666665	88.0	0.7096774193548387	31.0	0.25	4.0	0.03225806451612903	1.0	0.008064516129032258	279.0	423.0	0.6595744680851063	35.0	0.28225806451612906	124.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2019.0	"LAV"	0.6595744680851063	36.0	0.2903225806451613
"LAV2778"	0.0	1.0	0.0	0.0	1.0	3.0	52.0	0.044000000000000004		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.33333333333333326	0.0	0.33333333333333326	0.0	0.33333333333333326	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.33333333333333326	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	100.0	0.4608294930875576	90.0	0.4147465437788018	24.0	0.11059907834101383	3.0	0.013824884792626729	70.0	325.0	0.2153846153846154	114.0	0.5253456221198156	217.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2019.0	"LAV"	0.2153846153846154	117.0	0.5391705069124424
"LAV2779"	0.0	1.0	0.0	1.0	1.0	5.0	69.0	0.053		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.6	0.0	0.6	0.0	0.4	0.0	0.2	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.0	0.0	0.0	0.2	0.0	0.4	0.0	0.0	1.0	0.2	56.0	0.9032258064516129	4.0	0.06451612903225806	2.0	0.03225806451612903	0.0	0.0	144.0	297.0	0.48484848484848486	6.0	0.0967741935483871	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2019.0	"LAV"	0.48484848484848486	6.0	0.0967741935483871
"LAV2780"	0.0	1.0	0.0	1.0	1.0	3.0	31.0	0.057999999999999996		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666665	1.0	1.0	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	1.0	0.33333333333333326	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666665	0.0	0.0	1.0	0.33333333333333326	86.0	0.5341614906832298	71.0	0.4409937888198758	4.0	0.024844720496894408	0.0	0.0	91.0	417.0	0.2182254196642686	75.0	0.4658385093167702	161.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2019.0	"LAV"	0.2182254196642686	75.0	0.4658385093167702
"LAV2782"	0.0	0.0	0.0	1.0	0.0	3.0	50.0	0.02		0.0	0.33333333333333326	0.0	0.33333333333333326	1.0	0.6666666666666665	1.0	1.0	0.0	0.0	0.0	0.33333333333333326	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	0.6666666666666665	0.0	0.0	1.0	0.33333333333333326	0.0	0.0	1.0	0.33333333333333326	0.0	0.0	0.0	0.0	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	67.0	0.5403225806451613	49.0	0.3951612903225806	7.0	0.056451612903225805	1.0	0.008064516129032258	531.0	775.0	0.6851612903225807	56.0	0.45161290322580644	124.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2019.0	"LAV"	0.6851612903225807	57.0	0.4596774193548387
"LAV2783"	1.0	0.0	0.0	1.0	1.0	2.0	82.0	0.06		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.5	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	1.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	87.0	0.5506329113924051	50.0	0.31645569620253167	18.0	0.11392405063291139	3.0	0.0189873417721519	269.0	574.0	0.4686411149825784	68.0	0.43037974683544306	158.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2019.0	"LAV"	0.4686411149825784	71.0	0.44936708860759494
"LAV2784"	1.0	1.0	0.0	1.0	1.0	10.0	32.0	0.1	2.0	0.0	0.4	0.0	0.5	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.6	0.0	0.4	0.0	0.3	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3	0.0	0.0	1.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	192.0	0.8275862068965517	38.0	0.16379310344827586	1.0	0.004310344827586207	1.0	0.004310344827586207	352.0	695.0	0.5064748201438849	39.0	0.16810344827586207	232.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	2018.0	"LAV"	0.5064748201438849	40.0	0.1724137931034483
"LAV2785"	0.0	1.0	0.0	0.0	1.0	5.0	54.0	0.053		0.0	0.25	0.0	0.25	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.75	1.0	1.0	1.0	1.0	1.0	0.75	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	1.0	1.0	58.0	0.5979381443298969	32.0	0.32989690721649484	3.0	0.030927835051546393	4.0	0.041237113402061855	55.0	198.0	0.2777777777777778	35.0	0.36082474226804123	97.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2019.0	"LAV"	0.2777777777777778	39.0	0.4020618556701031
"LAV2786"	0.0	1.0	0.0	0.0	1.0	4.0	65.0	0.07400000000000001		1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.25	1.0	1.0	1.0	1.0	1.0	0.75	1.0	1.0	1.0	0.25	1.0	0.25	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	1.0	0.0	0.0	6.0	0.6666666666666666	2.0	0.2222222222222222	1.0	0.1111111111111111	12.0	158.0	0.0759493670886076	8.0	0.8888888888888888	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2019.0	"LAV"	0.0759493670886076	9.0	1.0
"LAV2787"	1.0	1.0	0.0	1.0	1.0	4.0	52.0	0.049		0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5	1.0	0.0	1.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	1.0	0.25	56.0	0.3916083916083916	79.0	0.5524475524475524	8.0	0.055944055944055944	0.0	0.0	297.0	745.0	0.39865771812080536	87.0	0.6083916083916084	143.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2019.0	"LAV"	0.39865771812080536	87.0	0.6083916083916084
"LAV2790"	0.0	1.0	0.0	0.0	1.0	3.0	62.0	0.052000000000000005		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666665	1.0	0.6666666666666665	1.0	1.0	0.0	0.0	1.0	0.33333333333333326	1.0	0.33333333333333326	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666665	0.0	0.0	0.0	0.0	79.0	0.4114583333333333	105.0	0.546875	7.0	0.036458333333333336	1.0	0.005208333333333333	75.0	359.0	0.20891364902506965	112.0	0.5833333333333334	192.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2019.0	"LAV"	0.20891364902506965	113.0	0.5885416666666666
"LAV2791"	0.0	1.0	0.0	0.0	0.0	4.0	79.0	0.12		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5	0.0	0.5	0.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.75	0.0	0.0	0.0	0.25	144.0	0.4198250728862974	193.0	0.5626822157434402	5.0	0.014577259475218658	1.0	0.0029154518950437317	184.0	634.0	0.2902208201892745	198.0	0.577259475218659	343.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2019.0	"LAV"	0.2902208201892745	199.0	0.5801749271137027
"LAV2796"	0.0	1.0	1.0	1.0	0.0	2.0	20.0	0.09699999999999999		0.0	0.5	0.0	0.5	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.5	1.0	0.5	1.0	0.5	1.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	87.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	794.0	799.0	0.9937421777221527	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2019.0	"LAV"	0.9937421777221527	0.0	0.0
"LAV2798"	0.0	1.0	0.0	0.0	0.0	3.0	70.0	0.034	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.0	0.3333333333333333	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	1.0	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	42.0	0.19004524886877827	178.0	0.8054298642533937	1.0	0.004524886877828055	0.0	0.0	37.0	371.0	0.09973045822102426	179.0	0.8099547511312217	221.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"LAV"	0.09973045822102426	179.0	0.8099547511312217
"LAV2799"	0.0	1.0	0.0	1.0	1.0	4.0	77.0	0.163	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.75	1.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.25	0.0	0.0	1.0	0.25	1.0	0.5	0.0	0.0	1.0	0.5	87.0	0.47540983606557374	90.0	0.4918032786885246	5.0	0.0273224043715847	1.0	0.00546448087431694	289.0	475.0	0.608421052631579	95.0	0.5191256830601093	183.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	2018.0	"LAV"	0.608421052631579	96.0	0.5245901639344263
