Schoolid	adjacentschool	parkinglotc	parkinglotb	altparking	bikeracks	segments	Walkscore	LICOATda	SamplingQuadrant	sidewalkboth	sidewalkbothperc	sidewalkone	sidewalkoneperc	parkingsignboth	parkingsignbothperc	parkingsignone	parkingsignoneperc	mountableboth	mountablebothperc	mountableone	mountableoneperc	speedlimitsign	speedlimitsignperc	speedlimit40	speedlimit40perc	speedlimit30	speedlimit30perc	marking	markingperc	obstructions	obstructionsperc	dropoffc	dropoffcperc	dropoffb	dropoffbperc	publicspaces	publicspacesperc	graffiti	graffitiperc	garbage	garbageperc	entrance	entranceperc	device	deviceperc	bikeinfra	bikeinfraperc	caroccupant	caroccupantprop	pedcount	pedcountprop	bikecount	bikecountprop	Other	Otherprop	bussed	enrolment	Bussedprop	ActiveT	ActiveTprop	TotalCount	DanBehaCongestion	DanBehaAdultCrossG	DanBehaChildCrossG	DanBehaDrivDoublePark	DanBehaDrivDropOffOppSide	DanBehaDrivBlockView	DanBehaDrivParkBlock	DanBehaDrivNotFollControls	DanBehaDrivBackUp	DanBehaDrivTexting	DanBehaDrivPhone	DanBehaDrivUTurn	DanBehaTruck	DanBehaPedNotFolControlsA	DanBehaPedNotFolControlsC	DanBehaPedNotFolCrossGA	DanBehaPedNotFolCrossGC	DanBehaPedJayWalkA	DanBehaPedJayWalkC	DanBehaPedDeviceA	DanBehaPedDeviceC	DanBehaPedBetParkCarsA	DanBehaPedBetParkCarsC	ActLivClassEnv	CHASEYEAR	City	Newbussedprop	NewActiveT	NewActiveTProp
"CAL100"	1.0	1.0	0.0	1.0	1.0	5.0	48.0	0.10300000000000001	2.0	0.0	0.8	1.0	1.0	0.0	0.0	1.0	0.6	0.0	0.4	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.0	1.0	0.6	0.0	0.0	0.0	0.0	1.0	0.2	1.0	0.6	0.0	0.0	1.0	0.6	0.0	0.2	0.0	0.2	1.0	0.6	50.0	0.43478260869565216	59.0	0.5130434782608696	3.0	0.02608695652173913	3.0	0.02608695652173913	0.0	232.0	0.0	62.0	0.5391304347826087	115.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.035	65.0	0.5652173913043478
"CAL103"	0.0	1.0	0.0	1.0	1.0	5.0	35.0	0.136	2.0	1.0	1.0	1.0	1.0	0.0	0.2	0.0	0.2	1.0	0.8	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	1.0	0.2	0.0	0.2	0.0	0.0	1.0	0.8	0.0	0.2	0.0	0.0	1.0	0.2	54.0	0.574468085106383	32.0	0.3404255319148936	8.0	0.0851063829787234	0.0	0.0	0.0	184.0	0.0	40.0	0.425531914893617	94.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.07	40.0	0.425531914893617
"CAL104"	0.0	1.0	0.0	0.0	1.0	11.0	49.0	0.073	4.0	1.0	1.0	1.0	1.0	0.0	0.18181818181818182	0.0	0.2727272727272727	1.0	0.9090909090909091	0.0	0.9090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	1.0	0.09090909090909091	0.0	0.0	1.0	0.09090909090909091	0.0	0.09090909090909091	0.0	0.0	0.0	0.18181818181818182	0.0	0.09090909090909091	0.0	0.09090909090909091	1.0	0.09090909090909091	87.0	0.6541353383458647	43.0	0.3233082706766917	3.0	0.022556390977443608	0.0	0.0	0.0	217.0	0.0	46.0	0.3458646616541353	133.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	2018.0	"CAL"	0.09	46.0	0.3458646616541353
"CAL107"	1.0	1.0	0.0	0.0	1.0	12.0	46.0	0.32899999999999996	2.0	0.0	0.8333333333333334	1.0	1.0	0.0	0.25	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.08333333333333333	1.0	0.6666666666666666	0.0	0.08333333333333333	0.0	0.08333333333333333	1.0	0.08333333333333333	73.0	0.5367647058823529	58.0	0.4264705882352941	5.0	0.03676470588235294	0.0	0.0	0.0	293.0	0.0	63.0	0.4632352941176471	136.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	3.0	2018.0	"CAL"	0.035	63.0	0.4632352941176471
"CAL109"	0.0	1.0	0.0	1.0	1.0	5.0	48.0	0.18899999999999997	2.0	1.0	1.0	1.0	1.0	0.0	0.2	0.0	0.4	1.0	0.6	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6	0.0	0.0	0.0	0.0	1.0	0.2	0.0	0.2	0.0	0.0	1.0	0.6	0.0	0.2	0.0	0.2	0.0	0.0	59.0	0.6344086021505376	34.0	0.3655913978494624	0.0	0.0	0.0	0.0	0.0	250.0	0.0	34.0	0.3655913978494624	93.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2018.0	"CAL"	0.05	34.0	0.3655913978494624
"CAL113"	0.0	1.0	0.0	1.0	1.0	3.0	51.0	0.068	3.0	0.0	0.6666666666666666	1.0	1.0	0.0	0.3333333333333333	1.0	1.0	1.0	0.6666666666666666	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	1.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	104.0	0.5279187817258884	55.0	0.27918781725888325	27.0	0.13705583756345177	11.0	0.05583756345177665	0.0	543.0	0.0	82.0	0.41624365482233505	197.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2018.0	"CAL"	0.175	93.0	0.4720812182741117
"CAL122"	1.0	1.0	0.0	1.0	1.0	4.0	53.0	0.04	3.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.5	0.0	0.0	1.0	0.5	48.0	0.22748815165876776	93.0	0.44075829383886256	56.0	0.26540284360189575	14.0	0.06635071090047394	0.0	383.0	0.0	149.0	0.7061611374407583	211.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2018.0	"CAL"	0.0125	163.0	0.7725118483412322
"CAL124"	0.0	1.0	0.0	0.0	1.0	4.0	72.0	0.09	4.0	0.0	0.75	1.0	1.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.5	0.0	0.0	1.0	0.75	1.0	0.5	0.0	0.25	1.0	0.25	51.0	0.6375	29.0	0.3625	0.0	0.0	0.0	0.0	0.0	191.0	0.0	29.0	0.3625	80.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2018.0	"CAL"	0.07	29.0	0.3625
"CAL13"	0.0	1.0	0.0	0.0	1.0	7.0	37.0	0.092	2.0	0.0	0.42857142857142855	0.0	0.8571428571428571	0.0	0.14285714285714285	0.0	0.2857142857142857	1.0	0.5714285714285714	0.0	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	1.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	1.0	0.5714285714285714	0.0	0.0	0.0	0.0	79.0	0.6638655462184874	32.0	0.2689075630252101	6.0	0.05042016806722689	2.0	0.01680672268907563	0.0	319.0	0.0	38.0	0.31932773109243695	119.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"CAL"	0.225	40.0	0.33613445378151263
"CAL131"	0.0	1.0	0.0	0.0	1.0	4.0	82.0	0.106	4.0	1.0	1.0	1.0	1.0	1.0	0.75	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	56.0	0.3708609271523179	69.0	0.45695364238410596	22.0	0.1456953642384106	4.0	0.026490066225165563	0.0	237.0	0.0	91.0	0.6026490066225165	151.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.0125	95.0	0.6291390728476821
"CAL132"	0.0	1.0	0.0	0.0	1.0	5.0	59.0	0.067	3.0	0.0	0.75	1.0	1.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.5	1.0	0.75	1.0	0.25	68.0	0.5354330708661418	49.0	0.3858267716535433	9.0	0.07086614173228346	1.0	0.007874015748031496	0.0	324.0	0.0	58.0	0.4566929133858268	127.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2018.0	"CAL"	0.035	59.0	0.4645669291338583
"CAL150"	0.0	1.0	0.0	0.0	1.0	8.0	55.0	0.098	4.0	0.0	0.5	1.0	1.0	1.0	0.875	1.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.375	0.0	0.0	1.0	0.375	0.0	0.25	0.0	0.25	0.0	0.0	45.0	0.6164383561643836	23.0	0.3150684931506849	5.0	0.0684931506849315	0.0	0.0	0.0	129.0	0.0	28.0	0.3835616438356164	73.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"CAL"	0.035	28.0	0.3835616438356164
"CAL153"	0.0	1.0	0.0	0.0	1.0	4.0	71.0	0.037000000000000005	3.0	0.0	0.75	1.0	1.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.25	1.0	0.75	0.0	0.0	58.0	0.34523809523809523	80.0	0.47619047619047616	9.0	0.05357142857142857	21.0	0.125	0.0	188.0	0.0	89.0	0.5297619047619048	168.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	2018.0	"CAL"	0.005	110.0	0.6547619047619048
"CAL157"	0.0	1.0	0.0	1.0	1.0	4.0	60.0	0.092	4.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.25	1.0	0.25	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	65.0	0.6190476190476191	34.0	0.3238095238095238	6.0	0.05714285714285714	0.0	0.0	0.0	179.0	0.0	40.0	0.38095238095238093	105.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2018.0	"CAL"	0.07	40.0	0.38095238095238093
"CAL163"	0.0	0.0	0.0	0.0	1.0	4.0	97.0	0.08900000000000001	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.0	1.0	0.75	1.0	1.0	1.0	0.75	0.0	0.25	1.0	0.5	38.0	0.2814814814814815	94.0	0.6962962962962963	1.0	0.007407407407407408	2.0	0.014814814814814815	0.0	339.0	0.0	95.0	0.7037037037037037	135.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	5.0	2018.0	"CAL"	0.175	97.0	0.7185185185185186
"CAL165"	1.0	1.0	0.0	1.0	1.0	4.0	66.0	0.13	4.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	1.0	1.0	1.0	1.0	77.0	0.5746268656716418	36.0	0.26865671641791045	19.0	0.1417910447761194	2.0	0.014925373134328358	0.0	318.0	0.0	55.0	0.41044776119402987	134.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.07	57.0	0.4253731343283582
"CAL174"	1.0	1.0	0.0	1.0	1.0	2.0	53.0	0.052000000000000005	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	1.0	0.5	63.0	0.7590361445783133	14.0	0.1686746987951807	6.0	0.07228915662650602	0.0	0.0	0.0	400.0	0.0	20.0	0.24096385542168675	83.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2018.0	"CAL"	0.275	20.0	0.24096385542168675
"CAL178"	1.0	1.0	0.0	1.0	1.0	9.0	51.0	0.087	4.0	0.0	0.6666666666666666	1.0	1.0	0.0	0.1111111111111111	0.0	0.3333333333333333	0.0	0.1111111111111111	0.0	0.2222222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222222222222	1.0	0.1111111111111111	0.0	0.0	1.0	0.1111111111111111	1.0	0.4444444444444444	0.0	0.1111111111111111	1.0	0.3333333333333333	1.0	0.5555555555555556	0.0	0.1111111111111111	0.0	0.0	9.0	0.20454545454545456	22.0	0.5	6.0	0.13636363636363635	7.0	0.1590909090909091	0.0	114.0	0.0	28.0	0.6363636363636364	44.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2018.0	"CAL"	0.005	35.0	0.7954545454545454
"CAL180"	0.0	1.0	0.0	1.0	1.0	7.0	35.0	0.078	2.0	0.0	0.5714285714285714	0.0	0.8571428571428571	0.0	0.0	0.0	0.42857142857142855	0.0	0.42857142857142855	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	1.0	0.14285714285714285	1.0	0.42857142857142855	0.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.2857142857142857	1.0	0.5714285714285714	49.0	0.3081761006289308	57.0	0.3584905660377358	27.0	0.16981132075471697	26.0	0.16352201257861634	0.0	353.0	0.0	84.0	0.5283018867924528	159.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"CAL"	0.09	110.0	0.6918238993710691
"CAL181"	0.0	1.0	0.0	0.0	1.0	4.0	50.0	0.11900000000000001	4.0	0.0	0.75	1.0	1.0	0.0	0.0	0.0	0.25	1.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	0.0	0.0	1.0	0.25	0.0	0.0	1.0	1.0	1.0	0.5	0.0	0.25	1.0	0.25	77.0	0.36666666666666664	121.0	0.5761904761904761	11.0	0.05238095238095238	1.0	0.004761904761904762	0.0	685.0	0.0	132.0	0.6285714285714286	210.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.05	133.0	0.6333333333333333
"CAL182"	1.0	0.0	0.0	1.0	1.0	6.0	79.0	0.191	4.0	0.0	0.6666666666666666	1.0	1.0	0.0	0.16666666666666666	1.0	0.5	1.0	0.5	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.8333333333333334	0.0	0.0	1.0	0.16666666666666666	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.3333333333333333	0.0	0.16666666666666666	0.0	0.0	76.0	0.5467625899280576	61.0	0.43884892086330934	2.0	0.014388489208633094	0.0	0.0	0.0	179.0	0.0	63.0	0.45323741007194246	139.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.0	63.0	0.45323741007194246
"CAL183"	1.0	1.0	0.0	1.0	1.0	2.0	76.0	0.191	4.0	0.0	0.75	1.0	1.0	0.0	0.0	1.0	0.5	0.0	0.25	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	1.0	0.75	1.0	0.5	0.0	0.25	1.0	0.25	59.0	0.4244604316546763	80.0	0.5755395683453237	0.0	0.0	0.0	0.0	0.0	226.0	0.0	80.0	0.5755395683453237	139.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.0275	80.0	0.5755395683453237
"CAL191"	0.0	1.0	0.0	0.0	1.0	7.0	14.0	0.092	2.0	0.0	0.8571428571428571	1.0	1.0	0.0	0.14285714285714285	0.0	0.42857142857142855	1.0	0.8571428571428571	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5714285714285714	1.0	0.14285714285714285	1.0	0.14285714285714285	1.0	0.14285714285714285	1.0	0.2857142857142857	0.0	0.0	1.0	0.7142857142857143	0.0	0.2857142857142857	1.0	1.0	1.0	1.0	136.0	0.5506072874493927	105.0	0.4251012145748988	6.0	0.024291497975708502	0.0	0.0	0.0	604.0	0.0	111.0	0.4493927125506073	247.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2018.0	"CAL"	0.125	111.0	0.4493927125506073
"CAL194"	0.0	1.0	0.0	1.0	1.0	4.0	51.0	0.043	3.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5	1.0	0.75	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	0.0	0.0	1.0	0.75	0.0	0.0	1.0	0.25	0.0	0.25	1.0	1.0	1.0	1.0	127.0	0.7341040462427746	35.0	0.2023121387283237	11.0	0.06358381502890173	0.0	0.0	0.0	432.0	0.0	46.0	0.2658959537572254	173.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2018.0	"CAL"	0.5	46.0	0.2658959537572254
"CAL20"	1.0	1.0	1.0	1.0	1.0	4.0	22.0	0.047	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.25	1.0	0.75	0.0	0.75	1.0	0.5	0.0	0.25	0.0	0.25	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.25	1.0	1.0	1.0	1.0	177.0	0.580327868852459	118.0	0.38688524590163936	10.0	0.03278688524590164	0.0	0.0	0.0	674.0	0.0	128.0	0.419672131147541	305.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	2018.0	"CAL"	0.275	128.0	0.419672131147541
"CAL200"	0.0	1.0	0.0	0.0	1.0	7.0	27.0	0.033	1.0	0.0	0.2857142857142857	0.0	0.7142857142857143	0.0	0.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.7142857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	1.0	0.2857142857142857	0.0	0.0	1.0	0.14285714285714285	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.0	0.14285714285714285	1.0	0.14285714285714285	108.0	0.5714285714285714	57.0	0.30158730158730157	22.0	0.1164021164021164	2.0	0.010582010582010581	0.0	374.0	0.0	79.0	0.41798941798941797	189.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	2018.0	"CAL"	0.225	81.0	0.42857142857142855
"CAL202"	0.0	1.0	0.0	1.0	1.0	4.0	58.0	0.196	4.0	0.0	0.75	1.0	1.0	1.0	0.5	1.0	0.75	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	1.0	1.0	1.0	1.0	56.0	0.5957446808510638	38.0	0.40425531914893614	0.0	0.0	0.0	0.0	0.0	188.0	0.0	38.0	0.40425531914893614	94.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	2018.0	"CAL"	0.125	38.0	0.40425531914893614
"CAL205"	0.0	1.0	0.0	0.0	1.0	4.0	28.0	0.034	1.0	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	0.0	0.3333333333333333	1.0	0.6666666666666666	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	1.0	0.3333333333333333	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	78.0	0.6341463414634146	21.0	0.17073170731707318	23.0	0.18699186991869918	1.0	0.008130081300813009	0.0	201.0	0.0	44.0	0.35772357723577236	123.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	2018.0	"CAL"	0.09	45.0	0.36585365853658536
"CAL208"	0.0	1.0	0.0	0.0	1.0	4.0	49.0	0.07200000000000001	3.0	0.0	0.5	1.0	1.0	0.0	0.25	1.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.75	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	1.0	0.25	68.0	0.4857142857142857	42.0	0.3	19.0	0.1357142857142857	11.0	0.07857142857142857	0.0	379.0	0.0	61.0	0.4357142857142857	140.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2018.0	"CAL"	0.225	72.0	0.5142857142857142
"CAL209"	1.0	1.0	0.0	1.0	1.0	4.0	64.0	0.099	4.0	0.0	0.5	1.0	1.0	0.0	0.25	0.0	0.25	1.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.25	1.0	0.25	1.0	0.75	0.0	0.25	0.0	0.25	1.0	0.25	67.0	0.4110429447852761	83.0	0.50920245398773	6.0	0.03680981595092025	7.0	0.04294478527607362	0.0	331.0	0.0	89.0	0.5460122699386503	163.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	2018.0	"CAL"	0.09	96.0	0.588957055214724
"CAL211"	0.0	1.0	0.0	0.0	1.0	5.0	61.0	0.161	4.0	0.0	0.4	0.0	0.8	0.0	0.2	0.0	0.4	1.0	1.0	1.0	1.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.4	1.0	0.4	0.0	0.0	1.0	0.2	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.2	0.0	0.2	0.0	0.0	97.0	0.6510067114093959	43.0	0.28859060402684567	9.0	0.06040268456375839	0.0	0.0	0.0	411.0	0.0	52.0	0.348993288590604	149.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	3.0	2018.0	"CAL"	0.0275	52.0	0.348993288590604
