Schoolid	City	CHASEYEAR	SUMIntersection	NbrTrafSignals	NbrCrossingGuard	NbrSchools	ShapeAreakm	Highwaykm	MinorRoadkm	MajorRoadkm	roadcovkm	SumComkm	SumGouvkm	SumOpenAreakm	SumParkkm	SumReskm	SumIndkm	ISPH1116	OPDbPC60Less	Pop2016	Pop2011	STDMulti	SUMOneway	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"CAL100"	"CAL"	2018.0	148.0	10.0	0.0	4.0	2.266420271	1.55841335	26.23143704	6.679451774	34.46930216	0.203689357	0.068367866	0.101797502	0.26579981	1.546593639	0.080172106	811.0594557	75.60892142	8969.90693	8569.167209	635.9928784	2.242448053	0.0	2.363545284	0.0	2.363545284	1356.525964	1862.688133	1476.725627	1982.887796	0.0		0.0	0.0	0.0	0.0	4.0	4.0	0.0
"CAL103"	"CAL"	2018.0	148.0	10.0	0.0	4.0	2.266420271	1.55841335	26.23143704	6.679451774	34.46930216	0.203689357	0.068367866	0.101797502	0.26579981	1.546593639	0.080172106	811.0594557	75.60892142	8969.90693	8569.167209	635.9928784	2.242448053	0.0	2.363545284	0.0	2.363545284	1356.525964	1862.688133	1476.725627	1982.887796	0.0		0.0	0.0	0.0	0.0	4.0	4.0	0.0
"CAL104"	"CAL"	2018.0	105.0	10.0	0.0	4.0	1.779998867		18.9810483	3.506593571		0.232831096	0.044003991	0.071666533	0.175552001	1.255945221		915.7951056	166.2678463	6877.068868	6424.230527	712.2508263	0.795971766	0.0	0.278720069	0.76574091	1.044460979	901.876661	1217.371453	1000.9965	1316.491292	0.0		0.0	0.0	0.0	0.0	1.0	3.0	0.0
"CAL107"	"CAL"	2018.0	140.0	7.0	0.0	5.0	2.406904122	1.56026363	26.5992515	6.621709095	34.78122422	0.094197311	0.049172999	0.172424575	0.32916687	1.761941195		683.5105592	95.34250456	10229.60339	9745.316254	944.8080907	1.975855255	0.0	2.554389454	0.0	2.554389454	1551.869856	2081.553205	1711.59788	2241.281229	0.0		0.0	0.0	0.0	0.0	3.0	2.0	0.0
"CAL109"	"CAL"	2018.0	140.0	7.0	0.0	5.0	2.406904122	1.56026363	26.5992515	6.621709095	34.78122422	0.094197311	0.049172999	0.172424575	0.32916687	1.761941195		683.5105592	95.34250456	10229.60339	9745.316254	944.8080907	1.975855255	0.0	2.554389454	0.0	2.554389454	1551.869856	2081.553205	1711.59788	2241.281229	0.0		0.0	0.0	0.0	0.0	3.0	2.0	0.0
"CAL113"	"CAL"	2018.0	133.0	5.0	0.0	4.0	2.188132962		28.11168579	2.98308504			0.07429108	0.046621374	0.10330385	1.776496187	0.187420474	123.5737646	238.3568252	5220.037276	5163.20647	289.9571611	1.006420538	0.0	1.259224014	1.552178631	2.811402645	686.5457328	985.6323829	744.7166105	1043.803261	0.0		0.0	0.0	0.0	0.0	5.0	3.0	0.0
"CAL122"	"CAL"	2018.0	171.0	4.0	0.0	6.0	2.450697455		32.87351897	0.664371156			0.234058045	0.020186273	0.447373172	1.726233562		313.3949982	981.5643463	8768.658201	7748.05203	1107.997459	0.664371156	0.0	2.222727715	1.647527417	3.870255132	1522.507439	1953.624479	1658.395524	2089.512564	0.0	0.097510523	0.0	0.0	0.0	0.0	7.0	2.0	0.0
"CAL124"	"CAL"	2018.0	219.0	17.0	0.0	1.0	2.724003355		46.2738857	1.33513242			0.21070413	0.061476042	0.11871306	2.333110121		632.8885522	1713.031195	12347.61394	10965.91834	3592.838079	1.33513242	0.0	1.258975964	2.355118861	3.614094826	1290.554218	1600.236909	1484.98178	1794.664471	0.0	0.551567916	0.0	0.0	0.0	0.0	5.0	8.0	0.0
"CAL127"	"CAL"	2018.0	365.0	5.0	0.0	4.0	7.124124328		61.32135789	13.45443612			0.029731475	0.292999172	2.796647769	3.895797941	0.003610928	637.2494521	44.74061945	15469.86906	15703.72681	326.0207225	2.848589737	0.0	8.304519559	0.0	8.304519559	2097.755564	2939.12501	2220.919966	3062.289411	0.0		0.0	0.0	0.0	0.0	6.0	3.0	0.0
"CAL13"	"CAL"	2018.0	117.0	9.0	0.0	2.0	1.723942319		21.20939945	5.179596211			0.020667253	0.122057895	0.142580136	1.368692853	0.069944181	243.7138253	20.96871344	4297.818557	4274.454597	255.5471696	2.657245042	0.0	1.644803956	0.0	1.644803956	512.4337717	745.0324183	553.5983757	786.1970223	0.0		0.0	0.0	0.0	0.0	4.0	2.0	0.0
"CAL131"	"CAL"	2018.0	108.0	6.0	0.0	1.0	1.654158548		21.4373552	4.367571286			0.008947777	0.081573146	0.393380062	1.117283853	0.052602488	380.3233384	680.6211712	5493.430295	5034.727624	1377.758953	2.158350748	1.59876597	2.200353601	0.845441546	4.644561117	638.4197398	788.9038992	708.9874236	859.4715829	0.0	2.083776235	0.0	0.0	0.0	0.0	3.0	2.0	0.0
"CAL132"	"CAL"	2018.0	120.0	13.0	0.0	2.0	1.282227131		19.39689331	4.82393236			0.019062031	0.159327357	0.085482905	0.874470838	0.128651474	349.4258493	729.9093228	4209.582193	4044.840958	1746.949634	4.810114762	0.0	3.266572136	0.0	3.266572136	400.6981389	511.0260114	435.8421146	546.1699871	0.0		0.0	0.0	0.0	0.0	5.0	8.0	0.0
"CAL150"	"CAL"	2018.0	63.0	4.0	0.0	4.0	0.896730557		12.27227755				0.026957248	0.145718248	0.065745057	0.57049766	0.087183937	42.12044795	545.4743365	1540.833695	1479.679222	265.225861		0.0	1.477517572	0.0	1.477517572	153.1359407	203.7303639	185.6943361	236.2887593	0.0	1.097918481	0.0	0.0	0.0	0.0	1.0	2.0	0.0
"CAL153"	"CAL"	2018.0	100.0	6.0	0.0	2.0	1.374932898		18.80147971	0.054640512			0.015611531	0.016766726	0.14355299	1.121208196		12.54984111	644.335706	2923.639418	2982.574196	34.1776949	0.054640512	0.0	2.183919313	0.0	2.183919313	494.5164229	755.4312816	508.8758455	769.7907041	0.0		0.0	0.0	0.0	0.0	5.0	2.0	0.0
"CAL157"	"CAL"	2018.0	143.0	10.0	0.0	2.0	2.106575996	3.047584182	22.9110643	4.513306048	30.47195453		0.031210432	0.15419685	0.304628386	1.433884278	0.022896662	120.1717322	580.3490901	4164.815539	3597.363515	449.2768864	1.600582011	0.525923196	5.487172012	1.273275554	7.286370761	422.3465599	549.4198149	492.8810002	619.9542551	0.0		0.0	0.0	0.0	0.0	5.0	6.0	0.0
"CAL163"	"CAL"	2018.0	117.0	70.0	0.0	4.0	1.749829225		26.89794618	1.733005421			0.083899301	0.107783962	0.106422147	1.413649382	0.031770412	3023.509352	846.2565506	21077.32996	20174.48413	12462.45324	1.733005421	3.593083375	1.450650552	3.038747956	8.082481883	1096.009892	1416.791497	1278.509582	1599.291186	0.0		0.0	0.0	0.0	0.0	5.0	3.0	0.0
"CAL165"	"CAL"	2018.0	136.0	4.0	0.0	4.0	1.943657163	1.553776143	27.5165527	0.861337383	29.93166622		0.070758475	0.018924948	0.241032846	1.612223466		226.8275754	1147.773731	5683.367961	5134.951902	1127.864149	0.486811719	0.0	1.762380504	0.0	1.762380504	621.2440945	806.6315835	710.6935207	896.0810097	0.0	1.457397743	0.0	0.0	0.0	0.0	3.0	2.0	0.0
"CAL174"	"CAL"	2018.0	104.0	7.0	0.0	3.0	1.150999209	2.594696771	14.23090688	2.35100163	19.17660528		0.102710569	0.059869438	0.137795138	0.713047681	0.137576387	346.7015772	131.3462828	2853.847395	2615.046714	820.5521259	2.35100163	0.0	0.429289635	0.0	0.429289635	270.1723661	348.7051117	297.4817977	376.0145433	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL177"	"CAL"	2018.0	445.0	5.0	0.0	4.0	5.580982966	5.056435055	61.32395517	9.010072045	75.39046227			1.209447812	0.715487495	0.97459705	2.681450598	2267.884519	0.0	23797.48909	18687.05973	1197.849508	11.50154887	0.0	17.24152558	0.0	17.24152558	4681.255987	6357.697028	4982.633477	6659.074518	0.0		0.0	0.0	0.0	0.0	11.0	3.0	0.0
"CAL178"	"CAL"	2018.0	124.0	8.0	0.0	1.0	2.360797367		19.54332112	2.290694824			0.0331328	0.039372279	1.072077337	0.91352457	0.239332909	50.13819058	594.8840424	2150.717596	1877.802345	495.5709305	0.552027678	0.091215208	6.346037835	0.0	6.437253043	198.156782	248.4906564	225.6731305	276.0070049	0.0	0.162789152	0.0	0.0	0.0	0.0	2.0	3.0	0.0
"CAL180"	"CAL"	2018.0	118.0	0.0	0.0	1.0	1.512067937		20.81564724	1.425720105				0.021554762	0.162622919	1.096284326	0.231605938	110.0717426	0.014236886	4390.809376	4486.349099	33.89396803	0.242651292	0.0	0.548812125	0.0	0.548812125	690.9268375	909.2243517	744.3720752	962.6695894	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL181"	"CAL"	2018.0	199.0	7.0	0.0	3.0	2.657872947	1.555617453	31.28941276	3.091593537	35.93662375			2.285138372	0.149896755	0.139168274		2569.213331	0.001528202	14542.78431	12639.3092	633.4164895	0.966293946	0.0	8.875546015	0.0	8.875546015	3127.176037	4241.774891	3355.482256	4470.08111	0.0		0.0	0.0	0.0	0.0	5.0	3.0	0.0
"CAL182"	"CAL"	2018.0	110.0	13.0	0.0	2.0	1.726748847		23.95403986	3.170537452				0.060291922	0.02491587	1.432267086	0.20927396	600.8019098	663.3836413	6275.385553	6140.615614	1408.234531	0.067115915	0.776386981	0.394391053	0.119877671	1.290655705	971.7864968	1321.972981	1036.100126	1386.28661	0.0		0.0	0.0	0.0	0.0	8.0	2.0	0.0
"CAL183"	"CAL"	2018.0	56.0	11.0	0.0	4.0	1.055776745		12.70494881	0.683687016			0.041143464	0.024464013	0.152534065	0.752677259	0.084957947	447.6953354	373.8631077	3878.01646	3569.566294	804.7455791		0.780127792	0.085613893	1.343393653	2.209135338	669.0571456	895.1143475	710.1737818	936.2309837	0.0		0.0	0.0	0.0	0.0	4.0	3.0	0.0
"CAL191"	"CAL"	2018.0	36.0	0.0	0.0	1.0	0.783101857		10.59006251	0.400087773				0.698351013	0.034954609			114.7968735	0.08092527	833.4690299	586.5318718	51.12494376	0.488904311	0.0	2.582576839	0.0	2.582576839	174.5317576	236.8721302	187.6230258	249.9633984	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0
"CAL194"	"CAL"	2018.0	204.0	6.0	0.0	2.0	2.948351052		37.36143909	3.971401623				0.051151891	0.466064958	0.340968483	2.057039143	287.5367475	0.001065077	8077.991673	8075.813511	105.878319	3.341198187	0.0	9.623676695	0.0	9.623676695	849.6467754	1337.592339	925.3082511	1413.253815	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"CAL196"	"CAL"	2018.0	218.0	11.0	0.0	4.0	5.023882022	5.58833554	42.33897773	5.330041265	53.25735453		0.113570111	0.161539441	2.021621555	2.149720036	0.269194268	291.6134944	854.5464297	8054.116689	7971.148712	1018.399455	2.786025829	0.0	7.128776833	0.149534298	7.278311132	955.156859	1275.177493	1051.006463	1371.027097	0.0		0.0	0.0	0.0	0.0	10.0	4.0	0.0
"CAL20"	"CAL"	2018.0	178.0	5.0	0.0	2.0	2.123527913		29.45446919	4.517048048				0.09120066	0.281690715	1.748230662		314.919466	10.24445061	7534.371382	7824.948155	31.91713876	1.610106743	0.0	4.629836772	0.0	4.629836772	946.1126436	1425.917189	999.4044912	1479.209037	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"CAL200"	"CAL"	2018.0	101.0	3.0	0.0	2.0	1.830749494	2.138382534	18.44260659	2.65946267	23.2404518			0.243288539	0.655953763	0.844293963		127.5081446	0.0	5251.257983	5411.748248	1.892257697	1.839000686	0.0	2.568000837	0.0	2.568000837	701.9564174	1110.956135	745.2371407	1154.236858	0.0	0.246762809	0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL202"	"CAL"	2018.0	121.0	7.0	0.0	2.0	2.030696006		27.67396114	0.308888252			0.080921822	0.048724722	0.251193681	1.649855772		410.1458502	1093.974008	6046.587217	5390.702573	1734.771953	0.279435998	1.294739926	0.47774737	0.0	1.772487296	652.3585151	857.9798553	735.6531399	941.2744801	0.0		0.0	0.0	0.0	0.0	0.0	4.0	0.0
"CAL205"	"CAL"	2018.0	108.0	4.0	0.0	3.0	1.790305012		21.50773606	3.332719862			0.047999264	0.050542059	0.286486528	1.314429178		29.39663695	7.871879945	4169.124129	4155.551196	1.954875631	0.306757899	0.0	0.257830594	0.0	0.257830594	598.0198397	857.5221718	617.2458903	876.7482224	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL208"	"CAL"	2018.0	127.0	4.0	0.0	5.0	2.235574295		30.55187035	3.80858585			0.090113151	0.04226127	0.197734525	1.896538444	0.008926909	260.9470422	1542.119222	5823.339813	5385.247085	560.4876338	0.122178932	1.537398522	0.36235698	1.717888918	3.617644419	803.6760266	1047.343525	859.2908365	1102.958335	0.0	0.002744704	0.0	0.0	0.0	0.0	6.0	1.0	0.0
"CAL209"	"CAL"	2018.0	29.0	3.0	0.0	1.0	0.517662033		6.096889199	2.08718134				0.011810218	0.019689359	0.48616247		655.9487703	0.0	3567.803289	3251.849744	253.2751643	0.202673883	0.0	0.595734495	0.0	0.595734495	721.0232175	970.8987836	780.1445563	1030.020122	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"CAL211"	"CAL"	2018.0	88.0	5.0	0.0	2.0	1.105058776		15.60023782	3.006034244			0.036291649	0.031474865	0.085136346	0.952006235	1.49654E-4	1053.300283	10.0	6348.717908	6036.835517	380.8839953	0.353645113	0.0	0.047345594	0.0	0.047345594	1105.607039	1542.552458	1184.362826	1621.308245	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL213"	"CAL"	2018.0	209.0	4.0	0.0	1.0	2.341719037	3.314107294	21.28906528	6.471215179	31.07438775			0.829702318	0.175613944	1.249045378		466.687753	10.6469567	7297.034617	7102.818176	145.2009161	3.173089891	0.0	8.488863314	0.0	8.488863314	939.8546432	1438.308319	1005.245476	1503.699152	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL214"	"CAL"	2018.0	115.0	4.0	0.0	3.0	2.499902786	5.851039414	17.23733964	9.161218074	32.24959713		0.015083678	1.138798229	0.147799645	1.162909335		549.6326495	54.74582214	7071.41366	6991.021356	223.3259978	5.242964574	0.0	2.996644342	0.0	2.996644342	1152.374919	1632.698923	1239.690119	1720.014124	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0
"CAL215"	"CAL"	2018.0	86.0	0.0	0.0	3.0	1.545206886	2.084593011	14.83954519	4.042013934	20.96615213		0.015083678	0.438262431	0.147099583	0.944761246		447.7361572	45.25180175	6173.400346	6141.977732	203.6242578	1.868320475	0.0	2.996644342	0.0	2.996644342	1033.042993	1449.121585	1110.664531	1526.743123	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0
"CAL218"	"CAL"	2018.0	139.0	4.0	0.0	4.0	2.213653782	1.263647014	25.74200348	5.909490541	32.91514103			0.114996519	0.319585497	1.662333043		158.7171409	0.076128904	6042.92606	6368.229846	2.227652292	5.214469935	0.0	0.647393322	1.401045912	2.048439233	786.3568417	1269.490844	819.6026247	1302.736627	0.0		0.0	0.0	0.0	0.0	4.0	2.0	0.0
"CAL228"	"CAL"	2018.0	172.0	14.0	0.0	5.0	2.108595868		28.18014002	4.715895173		1.15041E-4		0.161622398	0.333952014	1.54529548	0.067610933	1015.823293	372.82026	9043.14206	8597.305027	1580.519311	1.600812551	1.317734103	2.376876314	0.947805662	4.642416079	1386.137018	1864.863005	1519.032247	1997.758233	0.0		0.0	0.0	0.0	0.0	4.0	4.0	0.0
"CAL229"	"CAL"	2018.0	134.0	8.0	0.0	5.0	1.765137656		23.65233134	3.903699103				0.113719163	0.278260843	1.306409696	0.066747965	707.2959163	385.4577914	7058.337155	6592.707916	1506.07201	1.1557663	0.858055791	1.373860833	0.238467713	2.470384336	998.3422741	1334.872848	1106.496791	1443.027365	0.0		0.0	0.0	0.0	0.0	4.0	3.0	0.0
"CAL235"	"CAL"	2018.0	50.0	6.0	0.0	1.0	0.931561899		7.988305694	3.659412724			0.014164762	0.037917361	0.268191105	0.459687372	0.02095768	119.259209	553.9112916	3744.233823	3556.065792	1564.604047	0.057993595	0.0	5.7453398	0.723856314	6.469196114	234.7040832	306.7190466	259.706722	331.7216854	1.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL239"	"CAL"	2018.0	74.0	1.0	0.0	1.0	1.016120591		15.64964432	0.615929137			0.067839824	0.026599899	0.085872439	0.835808427		81.92364588	102.2638019	3112.075744	2994.387495	107.3549284	0.567382134	0.0	1.954515865	0.0	1.954515865	403.2509179	533.9488518	435.901323	566.5992568	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL241"	"CAL"	2018.0	150.0	11.0	0.0	5.0	2.062185218		28.55653825	4.427772861			0.086765697	0.070586554	0.25853383	1.528841532	1.24738E-4	192.1973166	919.8084174	7509.64635	6464.003431	1050.401684	1.530428868	0.0	2.211615514	0.731686932	2.943302447	995.2069074	1281.100051	1101.908413	1387.801557	0.0	0.64766015	0.0	0.0	0.0	0.0	1.0	5.0	0.0
"CAL243"	"CAL"	2018.0	99.0	13.0	0.0	3.0	1.239218468	0.6596975	15.52741182	1.612251264	17.79936058	7.48563E-4	0.368283777	0.084911877	0.247834429	0.514501463	0.022938362	121.045257	423.7834605	3355.16966	3232.418168	1105.301437	1.328724515	0.0	1.22814537	1.692413108	2.920558479	398.7441296	510.3173469	434.7883808	546.3615981	0.0		0.0	0.0	0.0	0.0	6.0	4.0	0.0
"CAL245"	"CAL"	2018.0	117.0	8.0	0.0	2.0	1.62928998	2.32810689	22.46851002	2.172630528	26.96924744	0.126234194	0.03302257	0.06850371	0.36369733	0.957569791	0.080262373	71.49607954	596.745388	3496.124563	3165.626319	282.8509304	2.109304624	0.0	1.397879974	0.0	1.397879974	405.3271644	582.2918742	431.3583682	608.3230781	0.0	0.195278017	0.0	0.0	0.0	0.0	2.0	3.0	0.0
"CAL254"	"CAL"	2018.0	233.0	17.0	0.0	3.0	2.53441497		33.05230149	8.155751868		0.004264023		0.125602388	0.272721222	2.131826515	8.0804E-7	759.0884175	29.94701515	9666.607715	9442.584266	111.8230196	2.413314943	0.0	6.255894554	0.0	6.255894554	1159.121654	1815.97783	1264.137389	1920.993565	0.0		0.0	0.0	0.0	0.0	2.0	4.0	0.0
"CAL258"	"CAL"	2018.0	240.0	6.0	0.0	2.0	2.8346342	3.255151339	36.85418071	4.147297787	44.25662983			0.229921196	0.366039018	2.07345212		184.740521	9.871910919	6774.505005	6898.032063	35.82282774	7.973291006	0.0	7.353891449	0.0	7.353891449	1063.407751	1681.229264	1132.177296	1749.998808	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"CAL26"	"CAL"	2018.0	79.0	3.0	0.0	2.0	1.150679935		14.95686652	2.637752741			0.025587924	0.029979512	0.115050397	0.979860614	2.01482E-4	634.2093695	170.7930778	5296.711698	5074.620667	367.0140606	0.311101181	0.498036941	1.007952174	0.251381365	1.75737048	827.3717625	1144.822082	889.0087201	1206.459039	0.0		0.0	0.0	0.0	0.0	5.0	4.0	0.0
"CAL260"	"CAL"	2018.0	147.0	5.0	0.0	2.0	1.755444103		24.14069607	1.526189946				0.049432565	0.252993209	1.449032123		278.1609983	0.155864633	5709.70291	5812.268748	150.3226988	0.292391701	0.0	2.314330695	0.0	2.314330695	663.8830444	1032.212152	705.9078037	1074.236911	0.0		0.0	0.0	0.0	0.0	3.0	2.0	0.0
"CAL266"	"CAL"	2018.0	191.0	6.0	0.0	3.0	2.868283277		24.68379526	6.961272491				0.531319951	0.020093537	2.316869813		365.8960107	0.013396632	6690.995965	4983.979459	225.3292381	0.875116405	0.0	5.893352784	0.0	5.893352784	1594.471183	2053.968138	1705.406472	2164.903427	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0
"CAL271"	"CAL"	2018.0	96.0	4.0	0.0	6.0	1.344952033		21.67907141	0.584889078			0.059525979	0.020741012	0.189454717	1.064632393	0.010597944	100.1140971	932.8746003	3300.197676	3191.044901	359.6282818	0.91553245	0.0	0.639431022	0.217075834	0.856506856	445.9679918	595.5340652	485.8179899	635.3840633	0.0	0.288050833	0.0	0.0	0.0	0.0	5.0	3.0	0.0
"CAL273"	"CAL"	2018.0	38.0	3.0	0.0	1.0	0.720478115		8.198230025	7.84733E-4			0.005150478	0.009322674	0.211670729	0.494334251		39.79360862	445.3444818	1917.297925	1881.117958	297.4895057	7.84733E-4	0.0	2.494828725	0.833317116	3.328145841	212.028546	256.9529631	227.6362637	272.5606808	0.0	0.41079031	0.0	0.0	0.0	0.0	1.0	2.0	0.0
"CAL281"	"CAL"	2018.0	38.0	2.0	0.0	1.0	0.681152624	1.787151425	6.245459546	0.815098108	8.847709078			0.052121649	0.157422415	0.471598139	1.04164E-5	87.7494817	237.0260028	1488.100845	1517.413968	471.8453805	0.815098108	0.0	0.056696883	0.440614657	0.49731154	154.191338	201.9127403	170.9968666	218.7182689	0.0		0.0	0.0	0.0	0.0	3.0	1.0	0.0
"CAL282"	"CAL"	2018.0	35.0	2.0	0.0	1.0	1.038991938	1.992888172	7.666689381	1.043780878	10.70335843	0.029746185		0.055351454	0.367537297	0.520557864	0.065799088	167.4788412	46.9575732	1496.042866	1442.757503	54.60615376	1.002730228	0.0	3.019556223	0.0	3.019556223	331.8137874	406.8485721	347.7016058	422.7363906	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL289"	"CAL"	2018.0	171.0	5.0	0.0	4.0	2.405760537		31.04519459	8.322239795			0.044192271	0.088726085	0.234276707	2.038565496		1893.529618	69.89886251	12289.15481	11836.84401	688.8990936	1.808359029	0.0	4.156545185	0.0	4.156545185	1922.496203	2696.827972	2077.286006	2851.617775	0.0	0.276133816	0.0	0.0	0.0	0.0	3.0	3.0	0.0
"CAL299"	"CAL"	2018.0	91.0	7.0	0.0	2.0	1.170313589		14.57165424	3.300719711			0.051509404	0.223730518	0.148468082	0.714576363	0.032029236	253.663749	125.7018503	4521.169067	4319.521963	751.3237441	0.387833495	0.0	0.664721248	0.137072349	0.801793597	611.5120748	814.9923368	673.7601006	877.2403626	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"CAL30"	"CAL"	2018.0	182.0	7.0	0.0	7.0	2.47333972		35.58745479	1.721923061			0.047946769	0.048332788	0.369584043	1.968518855	0.038957258	556.9178223	1608.808602	8298.61297	7655.439307	1427.420481	0.551731791	1.803117389	0.740793209	0.662659457	3.206570054	1043.641271	1364.53391	1152.819711	1473.712349	0.0	1.2406752	0.0	0.0	0.0	0.0	8.0	4.0	0.0
"CAL300"	"CAL"	2018.0	364.0	20.0	0.0	2.0	8.523477179		57.10637636	19.77266995				1.546622362	1.470879884	0.601587568	4.423903711	365.0528648	3.972221407	11489.57291	10815.5312	277.1559049	12.76200167	0.0	22.88612918	0.0	22.88612918	1247.409553	1936.420299	1355.206224	2044.216971	0.0		0.0	0.0	0.0	0.0	2.0	4.0	0.0
"CAL301"	"CAL"	2018.0	132.0	3.0	0.0	1.0	2.134069178	2.201865413	22.52760629	4.552156294	29.28162799			0.47036793	0.163350126	1.500351138		1047.207944	0.003533946	8718.285395	8515.788621	767.0616384	1.103803404	0.0	7.522291385	0.0	7.522291385	1316.507798	1910.690477	1405.455779	1999.638458	0.0		0.0	0.0	0.0	0.0	3.0	1.0	0.0
"CAL31"	"CAL"	2018.0	578.0	22.0	0.0	10.0	7.438098497		106.4911321	8.293707428			0.179741292	0.191805526	0.940555732	6.056290197	0.069705761	1402.52423	2768.235079	25693.83567	24422.63198	3398.758626	2.390494566	1.857788958	9.316199693	1.718742682	12.89273133	3185.470619	4485.725601	3481.812657	4782.067639	0.0	2.817067469	0.0	0.0	0.0	0.0	13.0	6.0	0.0
"CAL313"	"CAL"	2018.0	108.0	2.0	0.0	4.0	1.631764721	0.410973422	20.05319185	4.776878972	25.24104424		0.028458419	0.118762221	0.190463687	1.294080365		1034.841314	29.00422332	7127.797669	7381.414969	348.3377059	0.920652886	0.0	2.809234528	0.0	2.809234528	1057.734914	1503.761477	1149.093789	1595.120351	0.0		0.0	0.0	0.0	0.0	6.0	2.0	0.0
"CAL316"	"CAL"	2018.0	147.0	2.0	0.0	3.0	1.9228796		28.6521124	1.332985158				0.029305494	0.336526988	1.452584345	0.104462762	231.4450935	455.8433475	6109.097105	6034.48228	991.0372214	0.394313922	0.0	2.999508098	0.0	2.999508098	753.3314898	1063.485653	806.1975075	1116.351671	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0
"CAL319"	"CAL"	2018.0	288.0	10.0	0.0	2.0	4.909108025	3.921969663	53.16493643	6.333339145	63.42024523		0.013429219	0.203912724	0.518629454	3.621109634	0.552026985	628.066487	87.91251212	10986.62228	10667.96363	907.0882056	3.938193387	0.0	6.176346472	0.981712748	7.158059221	1565.233497	2129.052486	1708.279611	2272.0986	0.0		0.0	0.0	0.0	0.0	3.0	1.0	0.0
"CAL323"	"CAL"	2018.0	86.0	6.0	0.0	6.0	1.913946146		22.39154697	3.6921519800000002			0.121245609	0.037475387	0.186820787	1.490157092	0.078247275	368.2848411	333.1710379	6416.040523	6438.843566	742.4783267	0.302373717	0.0	0.1301854	0.0	0.1301854	718.4251881	1003.767332	788.9540483	1074.296192	0.0		0.0	0.0	0.0	0.0	6.0	2.0	0.0
"CAL336"	"CAL"	2018.0	91.0	3.0	0.0	2.0	1.286594246		16.88933118	2.777342806			0.012781825	0.036089211	0.342218629	0.863086592	0.032417985	0.0	10.46016709	2672.684525	2688.704828	72.24577037	0.234522368	0.0	0.169751035	0.0	0.169751035	359.2626937	533.4123354	367.3314088	541.4810505	0.0		0.0	0.0	0.0	0.0	4.0	3.0	0.0
"CAL34"	"CAL"	2018.0	414.0	14.0	0.0	4.0	5.395545885		59.41977179	11.702708			0.103832964	0.787469099	0.508945965	3.937337226	0.057960623	1025.258505	1119.159419	16378.4263	16149.27759	2063.18631	2.849202067	0.0	8.103944011	0.0	8.103944011	1927.758802	2718.689875	2119.954773	2910.885846	0.0	0.344956568	2.0	0.0	0.0	0.0	5.0	4.0	0.0
"CAL342"	"CAL"	2018.0	179.0	2.0	0.0	2.0	2.470053261		28.1050057	1.993361327				0.057051847	0.717850396	1.695151021		339.895727	0.0	6560.201261	6591.400074	252.36785	1.423829836	0.0	5.920971448	0.0	5.920971448	794.0035704	1187.720977	839.9508318	1233.668238	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL343"	"CAL"	2018.0	421.0	8.0	0.0	3.0	6.102712329		65.56231913	15.33291589				0.27570437	1.910433528	3.916574435		964.3648688	20.83359775	16093.2492	16179.80961	368.2524457	7.546412882	0.0	16.56620221	0.0	16.56620221	1948.025297	3029.965817	2059.127777	3141.068297	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"CAL346"	"CAL"	2018.0	159.0	3.0	0.0	5.0	2.387572366	1.538835396	29.62080837	5.844726154	37.00436992		0.028458419	0.156845545	0.244192971	1.958075417		1681.260328	30.14563172	11171.12712	11307.31376	514.1167033	2.181772715	0.0	3.792048079	0.0	3.792048079	1750.080499	2454.231333	1897.134491	2601.285325	0.0		0.0	0.0	0.0	0.0	8.0	3.0	0.0
