Schoolid	Entropie500m	City	SUMIntersection	PropIntersectionKm	NbrSchools	SUMOnewaykm	PropOneWayKm	NbrCrossingGuard	PropCrossingGuardKm	NbrTrafSignals	Pop2016	Pop2011	Highwaykm	MajorRoadkm	MinorRoadkm	roadcovkm	ShapeAreakm	ISPH1116	OPDbPC60Less	STDMulti	SumComkm	SumGouvkm	SumOpenAreakm	SumParkkm	SumReskm	SumIndkm	CHASEYEAR	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"SUR91"	0.25387897672582	"SUR"	12.0	3.6	1.0					1.0	1341.97305814754	1024.68633588345	0.0	1.39400400440876	1.90148498997823	3.295488994387	0.252946293216718	148.088498841282	3.59090249147933	276.811195067391				0.049393682883114	0.203552608332337		2019.0	0.0	0.0	0.725752843082626	0.725752843082626	231.291112767822	317.565510792714	245.527306900253	331.801704925145	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR90"	0.186966564602194	"SUR"	17.0	4.3	2.0					0.0	1624.83061087514	1557.93321560592	0.0	1.55408200169318	2.37065473968967	3.92473674138286	0.337661622111523	162.912164183282	6.49138809475771	315.213743398076			3.87117548131E-4	0.00242453086442	0.302909453852233	0.031940522359974	2019.0	0.0	0.296076747478755	0.939876715259276	1.23595346273803	241.943380890682	369.593557458898	254.012161304359	381.662337872575	2.0	0.39973486162	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR9"	0.085564580514284	"SUR"	68.0	7.3	1.0					1.0	2700.54378356681	1333.99632051305	0.0	0.484803884834805	8.86684629378479	9.35165017861959	0.401590650842694	85.1120116798933	0.0	245.990401861399			0.015861382861586		0.385729268678262		2019.0	0.0	0.674759424474518	0.523291356200841	1.19805078067535	535.253865337312	727.218339726045	581.128432461144	773.092906849876	0.0	0.39579776592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR296"	0.623526514808983	"TOR"	33.0	6.4	2.0			1.0	0.195	4.0	1532.67808217571	1529.75856854992	0.0	1.29973073821363	3.82313060836052	5.12286134657416	0.301476238652158	50.2072529348649	447.995542588546	349.389710156364	0.050587119553945	0.035927458008594	4.7093705251E-4	0.017233080831818	0.178031742952165	0.019225906805361	2018.0	0.0	0.0	0.0	0.0	185.010461471226	247.696378135139	200.743739601343	263.429656265256	0.0	1.0900798561	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"SUR88"	0.111222425262495	"SUR"	15.0	5.3	1.0					0.0	582.20507371535	537.325085371927	0.0	0.0	2.84875546513798	2.84875546513798	0.183921443202957	29.4606964031762	57.9100748900942	71.1957422483081				0.010318020899025	0.173603422529662		2019.0	0.555520489530938	0.0	0.0	0.555520489530938	79.1073691774574	113.842002562402	83.316237710663	118.050871095607	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR86"	0.212937057192607	"SUR"	24.0	5.1	1.0					1.0	1565.46054426502	1606.81422759131	0.0	1.53729663472674	3.15636758522349	4.69366421995023	0.3053425805582	124.077270516375	12.7590619362731	162.319580661793		0.025501117753174	0.008583639174233	4.1535186776E-5	0.271216309425368		2019.0	0.0	0.0	0.37126460460016	0.37126460460016	224.114013106069	345.878574105977	233.452193732828	355.216754732736	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR84"	0.212055994928169	"SUR"	17.0	4.9	1.0					1.0	666.566448566382	662.759306531796	0.0	0.999620659160134	2.49417353463214	3.49379419379228	0.243781864142517	26.7234783217988	74.9391844237909	88.6427338048233		0.034128159628091	2.34000708707E-4		0.209419700771272		2019.0	0.0	0.0	0.0	0.0	93.193070703107	132.231838281021	98.3838403751417	137.422607953056	0.0	0.20254739155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR83"	0.287007074085398	"SUR"	5.0	2.6	1.0					0.0	46.3053581191077	45.176404390554	0.0	1.43607160244221	0.523834312602493	1.9599059150447	0.255238735064504	0.682527462003485	3.85658463532981	2.55970168698889			0.047172456296409	0.004145295887803	0.203920987209702		2019.0	0.0	0.049287308820893	1.06082415550693	1.11011146432782	3.38373410451456	6.53577831700001	3.92733711309091	7.07938132557636	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR82"	0.169511904528467	"SUR"	19.0	4.7	1.0					0.0	967.714363336592	922.818228713612	0.0	1.63062154288217	2.42850417592067	4.05912571880285	0.317179864028143	47.2836756867072	29.1082295776875	215.258546243601		0.03186955015359	1.30016182796E-4		0.285180301528141		2019.0	0.0	0.0	1.01859021446856	1.01859021446856	108.000179644402	153.447561065753	118.784476116108	164.231857537459	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR80"	1.7442454267E-4	"SUR"	16.0	5.4	1.0					0.0	1175.4974313306	1097.38339267662	0.0	0.680116157746228	2.27160878419825	2.95172494194448	0.217228485169039	74.7440911348299	0.0	162.172469264459					0.217228487890354		2019.0	0.0	0.0	0.0	0.0	173.143375779154	239.791646209423	187.070068832312	253.718339262581	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR79"	0.321665099739129	"SUR"	18.0	4.6	3.0					3.0	581.552247577834	587.39665884922	0.0	2.1846451956191	1.76377676773982	3.94842196335892	0.331648962657527	56.2611705195469	8.67755289717861	112.378261019071			0.105632880979695		0.226016069873357		2019.0	0.0	0.875202705321228	0.936712989002587	1.81191569432381	84.3802084864049	121.765008296225	88.0711573475947	125.455957157415	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR77"	0.265084386273599	"SUR"	22.0	4.4	1.0					3.0	1262.3671987568	1213.92088207856	0.0	1.47385503517292	3.53090955469728	5.00476458987021	0.312133578671959	164.581913066795	120.617933614287	213.186016262716	0.033014569679404	0.020826694663313	0.008583231037166	0.003409233678899	0.246299852215975		2019.0	0.193655630602583	0.592560815338314	0.763363781029556	1.54958022697045	198.005288677187	304.333054095111	208.93979826641	315.267563684334	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR75"	0.290881034166411	"SUR"	13.0	4.0	1.0					0.0	172.9690352789	162.993165069635	0.0	1.10487541022595	2.16113263272081	3.26600804294677	0.312239505245283	3.61397717474299	5.99442100650059	5.36183880239312			0.050292086868173	0.008901098885296	0.253046321891879		2019.0	0.0	0.0	0.94183971761507	0.94183971761507	20.9463321129375	30.4185244915987	21.8013689797805	31.2735613584416	0.0	0.44867924774	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR74"	0.077126550047093	"SUR"	7.0	4.3	1.0					3.0	573.163380382941	568.824997398416	0.0	1.03364621575926	0.584986415445023	1.61863263120428	0.073385815691942	75.6833741754708	2.76244782570622	98.5759715503423			0.002515649596474		0.070870169117163		2019.0	0.0	0.0	0.561141183827773	0.561141183827773	87.4644480092339	129.540592190259	94.5191584398243	136.595302620849	0.0	0.0089505217355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR73"	0.037114556447395	"SUR"	22.0	6.3	1.0					1.0	750.29072792872	732.817983355327	0.0	1.18623383949719	2.278909630952	3.46514347044919	0.235285423690545	56.4056721571066	7.75631934781241	62.9468993215156			0.002249009817934		0.232424655883393	6.11757842119E-4	2019.0	0.0	0.03286621960474	1.15131590248337	1.18418212208811	118.06596434064	171.957519367872	125.628527816426	179.520082843658	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
