Schoolid	Entropie500m	City	SUMIntersection	PropIntersectionKm	NbrSchools	SUMOnewaykm	PropOneWayKm	NbrCrossingGuard	PropCrossingGuardKm	NbrTrafSignals	Pop2016	Pop2011	Highwaykm	MajorRoadkm	MinorRoadkm	roadcovkm	ShapeAreakm	ISPH1116	OPDbPC60Less	STDMulti	SumComkm	SumGouvkm	SumOpenAreakm	SumParkkm	SumReskm	SumIndkm	CHASEYEAR	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"SUR121"	0.373253678392617	"SUR"	18.0	4.8	1.0					1.0	1896.96011962218	1698.8751426529	0.0	1.39319844854465	2.36663208451048	3.75983053305513	0.307511142592573	174.694858407896	20.8521451609674	233.953153653865		0.057815518603423	2.88548221542E-4	0.021163326275492	0.228243746245408		2019.0	0.0	0.658420374142665	0.467106522607307	1.12552689674997	297.118694830015	426.892728610851	315.400834748109	445.174868528945	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR120"	0.361003102454349	"SUR"	14.0	3.6	1.0					1.0	1013.37198955292	995.018024895832	0.0	0.558737139686601	3.30741549547979	3.86615263516639	0.263143807448726	26.5069626424373	65.75601805007	158.855071327545		0.030329595020793	0.030692219520831		0.20212199715214		2019.0	0.0	0.0	0.516723971288271	0.516723971288271	138.684214935469	197.874505621116	152.013527611521	211.203818297168	1.0	0.44348744378	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR12"	0.065484300369836	"SUR"	28.0	6.7	1.0					1.0	847.859736701754	673.205436717477	0.0	0.484432140501097	3.67567209614235	4.16010423664344	0.223384339819099	13.0414660175399	4.3411971913445	69.8633863476208			0.006218969363263		0.217165369477762		2019.0	0.0	0.215100835242461	0.953029167048179	1.16813000229064	168.901765524912	227.159041955953	178.195913474428	236.453189905469	1.0	0.30235939474	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR119"	0.182948823883256	"SUR"	22.0	4.7	1.0					1.0	1124.96769199667	1111.23250469656	0.0	1.3680238818801	3.33822062419912	4.70624450607923	0.333100694748826	77.7282751458973	4.79492248556141	79.3310030621157		0.038138341853978			0.294962347859691		2019.0	0.0	0.0	0.625830654007084	0.625830654007084	150.234439205206	257.83307904896	158.193832486517	265.792472330271	0.0	0.33501164725	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR118"	0.006407520455496	"SUR"	19.0	4.5	1.0					0.0	958.17298666614	918.504294117326	0.0	0.791909964441691	3.45723043667675	4.24914040111844	0.283124519133572	86.2913592850329	2.85731082126192	107.421612213047			4.6833296126E-4		0.282656186576421		2019.0	0.0	0.484104569922252	0.929143141655946	1.41324771157819	135.209149041814	222.277950776036	143.573132076379	230.641933810602	0.0	0.19299548962	2.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR117"	1.67334052578E-4	"SUR"	7.0	3.0	1.0					2.0	1051.2276756851	977.619016922262	0.0	0.906138967747338	1.40044226056689	2.30658122831423	0.227252419655496	125.556608161192	35.158142878906	356.909199498927					0.227252424923219		2019.0	0.0	0.0	0.128561645135053	0.128561645135053	137.649387310014	197.059250065958	147.823280460049	207.233143215992	0.0	0.62620817374	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR116"	0.296196690729147	"SUR"	11.0	4.2	1.0					4.0	2489.6281230286	2402.12655127049	0.0	1.44454116412579	1.16511684550677	2.60965800963257	0.242850803854139	541.792451659297	98.3594850767513	883.928070462209	0.010576088931546	0.028520702244273	0.003276640725474	0.005810422109547	0.194666948542472		2019.0	0.0	0.510917197603656	0.681021238363865	1.19193843596752	455.605670198769	627.923099893809	482.652172054382	654.969601749422	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR115"	0.443777560572395	"SUR"	9.0	3.5	2.0					1.0	1073.66333649345	1062.4861480388	0.0	0.234135594599755	2.37142526891291	2.60556086351267	0.28079512283194	59.3379076440927	57.8926135162278	161.115722404117		0.060597952481901		0.03473213474018	0.185464980893033		2019.0	0.0	0.804106382967769	0.805402025070342	1.60950840803811	169.474595280497	263.439930781399	180.52104808551	274.486383586413	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR113"	1.64372100053E-4	"SUR"	23.0	6.5	1.0					0.0	810.419974449037	817.392505275247	0.0	0.381641484323648	3.15668549087237	3.53832697519601	0.231724772837316	59.0911208965833	0.0	29.2061730551106					0.231724752356278		2019.0	0.0	0.785301659498509	0.379643163943184	1.16494482344169	109.214869049263	172.903667907688	115.07975240629099	178.768551264716	0.0	0.38689857266	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR11"	0.33345443817295	"SUR"	4.0	2.3	1.0					0.0	244.096184150402	162.434494680335	0.0	1.31839409685309	0.429210528473758	1.74760462532685	0.332591661941618	14.4510522174861	3.66470921258534	25.3918414797099			0.117075162199007		0.215516487950402		2019.0	0.0	0.0	0.949039185872124	0.949039185872124	40.3057500820289	53.1389292871493	44.4090237375961	57.2422029427165	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR109"	0.296190319537692	"SUR"	7.0	4.2	1.0					0.0	92.892650880207	98.5759192869576	0.0	0.206198106617219	1.47215806429148	1.6783561709087	0.169578028404656	15.6231798877237	0.148652958347692	1.12568647468201			0.044571595846161		0.125006442495676		2019.0	0.0	0.0	0.0	0.0	13.1579147493634	20.4611123540779	13.9873641707955	21.29056177551	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR108"	0.003889565479794	"SUR"	13.0	5.0	1.0					1.0	921.321245984216	1016.1356367384	0.0	0.576486814652189	2.00862228456154	2.58510909921373	0.209074400732876	77.0476375368416	3.24804215318603	181.192318378554			1.90087529026E-4		0.208884314201903		2019.0	0.0	0.0	0.577954924639	0.577954924639	145.593374671065	210.829871354173	156.377346214981	221.613842898089	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR107"	0.004412216636966	"SUR"	10.0	4.1	1.0					0.0	191.95476836895	212.212161433659	0.0	0.300446530332446	2.1561757822509	2.45662231258335	0.229928353077902	22.7397289840929	2.44469662619829	6.28599966074228			2.43637310473E-4		0.22968471484203		2019.0	0.0	0.0	0.0	0.0	35.2069800893027	54.5878060259054	37.651676715501	57.0325026521037	0.0	0.53476253018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR106"	0.001829232505755	"SUR"	15.0	4.7	1.0					0.0	1205.18265043842	1149.78929805419	0.0	0.0	3.19079181605303	3.19079181605303	0.23018676430137	117.707155048917	5.9379594056509	216.413919673485			8.5101106091E-5		0.230101664537961		2019.0	0.0	0.0	0.0	0.0	205.231864913997	282.001987565716	219.604036924579	296.374159576298	0.0	0.18438271558	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR105"	0.503403826076185	"SUR"	42.0	7.8	1.0					2.0	537.29794493587	425.957888512398	0.0	1.59724801248926	3.76079184741383	5.35803985990309	0.232382597376295	12.8639924544599	2.54450603200853	36.5585515652538		0.053538882046797		0.046186978022511	0.132656729306777		2019.0	0.0	0.00642079827628	0.636284947757485	0.642705746033765	110.917946348473	151.93177844559	117.818212027611	158.832044124728	0.0	0.32218906128	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR102"	0.066847252907174	"SUR"	24.0	5.0	1.0					1.0	749.835112882036	777.38824063659	0.0	1.74200675593727	3.05790407713342	4.7999108330707	0.329148444318732	47.3950377004788	17.0630636092661	58.7820189590264			0.009417784546954		0.319730656462109		2019.0	0.3346553667052	0.0	0.209615711071212	0.544271077776412	109.293242666355	169.39485532946	113.731228589705	173.83284125281	0.0	0.041067048102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR101"	0.118994099554199	"SUR"	24.0	5.6	1.0					1.0	1147.16542080851	1109.12909017208	0.0	1.53001680511827	2.71927078826059	4.24928759337887	0.269703721844797	61.8674874895073	3.74671630799909	143.640492349074		1.57579868685E-4	0.005221268169293	0.007844539498791	0.256480331097378		2019.0	0.0	0.0	1.50599962587536	1.50599962587536	141.85086257211	226.170735374416	152.923386042961	237.243258845267	0.0	0.042682827937	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR37"	0.310622936657012	"TOR"	36.0	6.0	1.0					5.0	2321.46917212689	2211.39396369323	0.0	2.22796019591089	3.72784375958731	5.95580395549821	0.368959181412618	27.7102287146204	696.643016326453	447.321381996711			4.45674915924E-4	0.026659659200317	0.30162294362323	0.04023089840329	2018.0	0.0	0.903719718555541	0.0	0.903719718555541	319.966570503701	446.880017294051	346.512583456645	473.426030246995	0.0	0.42812946067	0.0	0.0	0.0	0.0	0.0	3.0	0.0
"TOR4"	0.372989702777441	"TOR"	19.0	4.6	1.0					0.0	1194.10301126282	1187.78727345277	0.0	1.05049203779312	3.1239402493805	4.17443228717362	0.338938640103771	41.9415480148753	61.3846142135899	55.8395067972837			0.015592840957824	0.023732873514525	0.274551591227913	0.020593531794137	2018.0	0.0	0.0	0.0	0.0	145.481983403051	227.028370326878	151.931712448184	233.478099372011	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR411"	0.597328420593069	"TOR"	32.0	8.5	2.0					3.0	1204.25061381422	1204.69723950774	0.0	1.71382951382614	2.04578388120303	3.75961339502917	0.287034543939802	35.5219950482273	24.4162198090903	51.2056403099226		0.029230237115634	0.022948915756032	0.106264050307465	0.128591340330292		2018.0	0.0	0.0	0.0	0.0	143.194508895098	199.990366604673	149.565254519955	206.36111222953	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"TOR42"	0.73784149496208	"TOR"	23.0	6.1	1.0					1.0	1239.75235770956	1238.52164418839	0.0	1.52683799703853	2.27197676917561	3.79881476621415	0.25639530819441	50.0009469690049	6.54772340113435	94.015569514893		0.028441884294156	0.02008030066007	0.055454043700599	0.109890668602878	0.042528414576422	2018.0	0.0	0.0	0.0	0.0	170.602555385112	254.219797213506	186.914633007435	270.53187483583	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR427"	0.233791192052976	"TOR"	39.0	7.6	2.0	1.719	33.63	2.0	0.391	6.0	4906.05992210404	4055.61825391061	0.0	2.18376174536871	2.92769209976578	5.11145384513449	0.271724927099239	174.825479069234	314.626874702848	2780.2454085467	1.48729386907E-4	0.010645908450583	0.004620948380787	0.014345979175574	0.241963367908887		2018.0	0.0	0.0	0.655600546112067	0.655600546112067	176.59975441531	244.088700013844	218.375244037788	285.864189636322	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR441"	0.471298932875014	"TOR"	6.0	5.0	2.0	0.078	6.46	1.0	0.829	2.0	336.952986414134	350.716747427154	0.0	0.611367318259016	0.595440021075872	1.20680733933488	0.100537663087637	30.2320161022343	60.0726926107738	62.235644420831		0.018764374979149	2.97483605393E-4	0.017061756579362	0.06441404941824		2018.0	0.0	0.0	0.0	0.0	47.2399682978597	64.0603450287613	50.4269755384904	67.247352269392	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR444"	0.400155421695538	"TOR"	52.0	6.6	2.0	3.932	49.6	2.0	0.252	6.0	3972.84694538897	4148.1725176574	0.0	2.36484894880855	5.56283783767732	7.92768678648587	0.357848111679012	118.043776182953	1191.85308604753	1392.33560773656		0.089206368778758	0.021795322637418	2.57833839948E-4	0.246588584969323		2018.0	0.0	0.0	0.845172535028317	0.845172535028317	223.12629991637	304.731135243409	253.440507437216	335.045342764255	0.0	0.13424220562	0.0	1.0	1.0	0.0	2.0	1.0	0.0
"TOR449"	0.423983248905933	"TOR"	52.0	7.4	2.0	1.597	22.8	2.0	0.286	7.0	2813.4268854755	2739.61482158491	0.0	1.58047967401087	5.42455894278582	7.00503861679669	0.361752916837359	70.448347722695	662.596083570261	585.134444541356		0.036971480829206	0.011980624218355	0.041715922523263	0.270370527737154	7.14357337008E-4	2018.0	0.816928905172784	0.536933127544905	0.0	1.35386203271768	389.916845908897	549.530154540209	421.347189973124	580.960498604436	0.0	0.51622198027	0.0	0.0	0.0	0.0	1.0	3.0	0.0
"TOR452"	3.14829683327E-4	"TOR"	12.0	3.9	1.0	0.001	0.03			0.0	619.379268437312	656.818310414273	7.67565826735E-4	1.50567199139558	1.56886800063345	3.07530755785577	0.184374169546157	44.141937905065	42.6375299746594	15.566028088909			4.503644288E-6		0.184369667697606		2018.0	0.530205658807739	0.0	0.0	0.530205658807739	65.0228143116184	96.4263014321223	65.9406980536176	97.3441851741215	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR459"	0.358988427571896	"TOR"	14.0	4.0	1.0			1.0	0.288	2.0	990.289505265762	981.992160184806	0.0	1.29613410750074	2.17256604178713	3.46870014928788	0.255368144568906	51.852974355282	257.742920785254	80.232394244885	0.032073754247845	0.038035435370912	0.002859847801495	0.007634468548391	0.174764632279263		2018.0	0.0	0.0	0.0	0.0	106.063757714965	163.044897175466	114.741561734933	171.722701195434	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR460"	0.53755959968048	"TOR"	14.0	4.1	1.0	0.286	8.43			2.0	2815.95672730783	2927.34956465884	0.0	0.818327014738409	2.57385727171491	3.39218428645332	0.286044719971271	184.910465471296	264.390281385299	935.315139149279		0.124451008224418	0.003726354885948	0.025045290572402	0.129218532946386	0.003603536056508	2018.0	0.077268740253764	0.142806485294633	0.0	0.220075225548397	408.532744222563	578.046852806898	436.743506700453	606.257615284788	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR461"	0.159505305103564	"TOR"	38.0	6.2	1.0	0.156	2.55	4.0	0.654	3.0	2401.35859864394	2361.38988227728	0.0	2.33949769955718	3.77780116905132	6.11729886860851	0.326935855735363	35.1166879159877	723.967913395869	160.036579159121		0.026182881782098		0.001646513739731	0.299106460261664		2018.0	0.0	0.0	0.0	0.0	465.111514478407	650.313083418837	492.936610059548	678.138178999979	0.0	1.5095887555	0.0	0.0	1.0	0.0	4.0	0.0	0.0
"TOR48"	0.497484468492387	"TOR"	11.0	3.5	2.0					2.0	961.558378996429	984.853341639922	0.0	1.24228955515987	1.87298751953891	3.11527707469878	0.260722867018785	6.71732909099977	11.6382933961232	18.2833447917686	0.002000295052816	0.093064940584195	2.1037606695E-4	0.030953442129804	0.134493812649527		2018.0	0.0	0.0	0.0	0.0	104.634327865606	170.279018200542	117.662989272824	183.307679607759	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR49"	0.250002979701385	"TOR"	22.0	4.7	2.0					2.0	1601.86266594745	1600.54123079277	0.0	1.60408975571988	3.11321676294687	4.71730651866675	0.33389983334047	112.298412262141	33.2912347338202	74.6036972511377		0.033281170459714	4.11669967859E-4	0.012181435459009	0.288025561106821		2018.0	0.050150857580721	0.0	0.0	0.050150857580721	176.898986983839	244.41234249943	190.147762105555	257.661117621146	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR505"	0.451158248934659	"TOR"	20.0	4.6	1.0	0.121	2.75	2.0	0.455	4.0	1783.06190197691	1643.21857992588	0.0	1.632325184998	2.76097078973053	4.39329597472853	0.270738647819264	103.213999571986	179.014839035836	307.511641761409		0.007557119700708	0.006223860566003	6.06625903931E-4	0.160525732566065	0.095825307723042	2018.0	0.0	0.0	0.0	0.0	272.134162364545	410.874145310466	292.964033396728	431.704016342649	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR506"	0.140860059257468	"TOR"	28.0	6.7	2.0					1.0	2008.70577731521	1969.92405177108	0.0	0.80005294161223	3.40867171345871	4.20872465507094	0.247092572639973	53.7325295865696	476.727944062646	401.131102732829			4.4169969539E-4	0.011443582104852	0.231721003890234	0.003486287724707	2018.0	0.0	0.0	0.0	0.0	368.378119565797	506.698445453949	403.110128498998	541.43045438715	0.0		0.0	0.0	0.0	0.0	0.0	0.0	2.0
"TOR509"	0.403348062490363	"TOR"	20.0	5.3	1.0			1.0	0.264	1.0	981.3167111241	1011.99538827516	0.0	0.939450963437954	2.85231933560018	3.79177029903814	0.29788660570747	1.62726074810272	87.891576468653	20.093581760086		0.048977479580054	2.97416084613E-4	0.033530501901113	0.215081201823519		2018.0	0.0	0.0	0.0	0.0	108.960600282537	163.45543419874	112.678049350741	167.172883266944	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"TOR513"	1.21987009456E-4	"TOR"	21.0	4.8	1.0			1.0	0.228	2.0	1215.34258135831	1232.15016016193	0.0	0.337881232187568	4.0483395678369	4.38622080002447	0.320436031327427	45.4269817189358	242.231216518133	91.4637579415613				0.320436030512281			2018.0	0.0	0.0	0.183855500830037	0.183855500830037	139.035701576931	213.71070283557	152.643818038718	227.318819297357	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"TOR514"	0.139578484907136	"TOR"	57.0	7.0	2.0	2.579	31.48	2.0	0.244	2.0	2203.43313158451	2203.65736603797	7.14927249176E-4	2.17798372622024	6.01310836060711	8.19180701407653	0.42057755543953	60.359220136279	592.657979670457	280.350726003086		0.019556746260933	9.92443749044E-4	0.005291553721957	0.39473681213979		2018.0	1.92955119610728	0.743096825049155	0.0	2.67264802115643	391.330192650006	517.354099442814	409.750258362248	535.774165155057	0.0	1.525974102	0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR515"	0.072316798248124	"TOR"	5.0	4.9	1.0					0.0	311.142628807727	307.657862742685	0.0	0.382851320663764	0.639380806024666	1.02223212668843	0.104085103730822	3.28172137242864	47.8093112789212	11.2853303400392			3.94041200117E-4		0.101129309321028	0.002561751480692	2018.0	0.0	0.0	0.0	0.0	33.85603225311	48.4231458150662	36.5239087811455	51.0910223431018	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR521"	0.422804823532638	"TOR"	16.0	3.5	2.0			2.0	0.439	4.0	1929.11561025748	1853.88356553303	0.0	1.39181189313586	3.16068848443781	4.55250037757368	0.350315746767655	193.362722673377	407.734850952964	364.525404124867		0.049315001613415	0.00348293873864	8.11747404494E-4	0.254566616779628	0.042139440544744	2018.0	0.0	0.0	0.0	0.0	223.700044130569	326.335032992335	234.385638154729	337.020627016495	0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0
"TOR525"	0.236760305109144	"TOR"	15.0	3.8	2.0	0.381	9.67	1.0	0.254	0.0	943.115996183204	978.486640347365	0.0	0.0	3.94186269233049	3.94186269233049	0.257847413408872	13.6766680325551	278.566548203964	32.4601137876441		0.021982963138976		0.010717417424019	0.225147032462503		2018.0	0.743726914690961	0.076319420286182	0.0	0.820046334977143	166.692672213277	254.060000341587	175.239129877392	262.606458005701	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR528"	0.210623993071904	"TOR"	19.0	4.6	1.0			2.0	0.488	3.0	4391.41123268844	4466.11881101289	0.0	1.33601966936086	2.76521877275436	4.10123844211522	0.276749243159863	349.448690181429	860.958066861424	1695.7764989168		0.016556512112028	1.85379352975E-4	0.012183001141533	0.247824349690803		2018.0	0.0	0.0	0.286959532634173	0.286959532634173	460.409366610921	624.175989423206	499.636864604534	663.403487416819	0.0	0.95737739401	0.0	0.0	0.0	0.0	1.0	1.0	0.0
"TOR534"	0.350001494456299	"TOR"	11.0	4.1	2.0			1.0	0.375	1.0	1762.24734968173	1744.27576639036	0.0	0.478328860500817	2.19115119492698	2.66948005542779	0.232857814552146	136.865283651236	144.407233982444	400.41520675346		0.024347971630931	0.00107586136391	0.018813932826611	0.186696996682967	0.00192305219456	2018.0	0.0	0.0	0.0	0.0	324.495338718595	456.276575834021	349.866703759835	481.647940875262	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL4636"	0.392539183033819	"MTL"	32.0	5.6	3.0	2.237	39.3699999999999	2.0	0.352	2.0	2601.00482660429	2554.52157243306	0.0	1.93951063516328	3.74214031377744	5.68165094894073	0.29520335013092	151.622221014176	131.487625665658	1074.40205368575	0.01702626219879	0.032914248077472	0.026404412938407	0.005046374655643	0.21381205190917		2018.0	0.0	0.0	0.0	0.0	333.717513900158	445.160262347837	366.875604711092	478.318353158771	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL4633"	0.247125039007548	"MTL"	26.0	6.9	1.0	0.073	1.94			0.0	797.888390895803	817.630983560576	0.0	0.0	3.76539763177045	3.76539763177045	0.221815806688104	10.8031938573311	81.0145337103734	3.9897917915631		0.005381934166107	7.31808964453E-4	0.024529286489859	0.19117277856283		2018.0	0.0	0.0	0.0	0.0	98.7557972646407	149.949817083706	103.092987097738	154.287006916804	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR55"	0.228362247742185	"TOR"	48.0	7.1	5.0	2.243	33.3999999999999	1.0	0.149	12.0	12155.2687007014	11686.6834280876	0.0	3.1507484649023	3.56394734944091	6.71469581434321	0.370541991019572	722.002147715174	1641.16051323536	7553.36476648898		0.028623417836886	0.003956904178734	0.00920799951977	0.328753673411459		2018.0	0.695794663946213	0.0	0.017504060011878	0.713298723958091	329.784871600304	403.74070700236	393.852558597673	467.808393999728	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"TOR555"	0.381433828759533	"TOR"	18.0	4.7	2.0					1.0	1863.19061296874	1759.68918778894	0.0	1.2227797503025	2.58629208671712	3.80907183701963	0.274683096398489	94.2703362565126	261.176803489912	230.325638153544		0.047529082824872		0.021729768330191	0.20454880175209	8.75440543786E-4	2018.0	0.0	0.0	0.0	0.0	327.882153982176	461.640575411156	354.083688712286	487.842110141266	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL4589"	0.321690431351307	"MTL"	31.0	7.1	1.0					0.0	1026.61535401066	1022.45888399486	0.0	0.785671352896556	3.55235140686989	4.33802275976645	0.275671431194641	40.5850928109786	71.3412994551002	54.8076150455727	0.028088891393855	0.017485835085629	0.009124321434222	0.0112077148347	0.209764671105176		2018.0	0.0	0.0	0.498024200476828	0.498024200476828	123.154268382351	186.138865333592	129.058745137042	192.043342088283	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL4585"	0.243330841342632	"MTL"	16.0	3.9	1.0					0.0	1025.82533124561	1058.0653218876	0.0	0.94210316451332	3.1749846598801	4.11708782439342	0.277383478158833	54.0072534966236	25.1891849231795	14.9424951865309		0.041027519363007	0.002765215269121		0.233590742103923		2018.0	0.0	0.0	0.942094143321508	0.942094143321508	136.231369110036	218.833864266763	147.449793722325	230.052288879052	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR581"	0.363390982128552	"TOR"	23.0	6.0	2.0			1.0	0.259	0.0	1107.99981567192	1090.20253086894	0.0	0.825915787769875	3.0290068521773	3.85492263994718	0.275110426785126	69.4801613704105	243.87569908804	70.5282550542651		0.031291194163468	2.02687498056E-4	0.03234138843757	0.211275162905072		2018.0	0.0	0.0	0.0	0.0	123.573804104656	166.235432112643	137.6162615127	180.277889520687	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR587"	0.44518501190005	"TOR"	21.0	6.1	4.0			3.0	0.868	7.0	976.84537199593	991.22291473331	0.0	1.01023824044264	2.44647713231955	3.4567153727622	0.295940886326743	44.6709475262061	85.513316014014	109.625427216119		0.054368338304911	0.001359563522669	0.039139982257216	0.201072998980206		2018.0	0.0	0.0	0.0	0.0	114.899697139887	189.282889889792	127.04226600274	201.425458752645	0.0		0.0	0.0	0.0	0.0	2.0	4.0	0.0
"MTL4526"	0.648086416422106	"MTL"	25.0	5.6	1.0	1.339	30.2199999999999			3.0	2234.69521873483	2119.69066749485	0.0	0.8801991279757	3.55104507329799	4.43124420127369	0.340785079385832	292.830652099389	216.679815709104	903.437579523304	0.141723175949013	0.009727927907235	0.009104371121259	0.050121215647484	0.126502551047937	0.003605843916304	2019.0	0.0	0.0	0.0	0.0	355.117134188682	452.326657353784	395.771481356755	492.981004521857	0.0		0.0	0.0	1.0	0.0	5.0	0.0	0.0
"MTL4520"	0.243893987279626	"MTL"	22.0	3.6	1.0	4.468	72.7	2.0	0.325	3.0	3821.85725047588	3677.95635153135	0.0	0.840879644373748	5.30470778351782	6.14558742789156	0.391241119894227	194.308647454667	1349.86130317262	1539.33991672073		0.023194908611106	2.88746844357E-4	0.02651472060142	0.341242741865425		2018.0	0.0	0.0	0.836228813321983	0.836228813321983	495.523852940087	706.948039390291	535.817007897549	747.241194347752	0.0	3.2394148272	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL4518"	0.408083695584896	"MTL"	27.0	4.1	2.0	3.78	57.5099999999999	4.0	0.609	5.0	3334.87923338428	3431.50657949704	0.0	1.60515263039851	4.96805322611092	6.57320585650943	0.410965414300073	214.465557638241	918.253488871785	1194.68008923762		0.068158263842037	0.001141865597179	0.045483886957578	0.29618139176181		2018.0	0.0	0.0	1.36565012384115	1.36565012384115	475.070104685015	622.371643771477	504.710011231477	652.01155031794	0.0	1.7194233722	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL4506"	0.321999587290501	"MTL"	27.0	3.9	2.0	5.396	77.9	4.0	0.577	0.0	3696.94530313104	3658.29307786552	0.0	0.881392012041231	6.04525199246408	6.92664400450531	0.35710144613902	301.605318573312	822.693812003147	1467.16977691675		0.014735229900335	0.001961155520691	0.031301346398391	0.298633888194491	0.01046982660806	2019.0	0.0	0.0	0.0	0.0	554.514405355789	753.763444982305	618.189328643374	817.43836826989	0.0	0.13426073472	0.0	10.0	3.0	0.0	2.0	0.0	0.0
"MTL4493"	0.150481232230089	"MTL"	30.0	5.5	3.0	0.758	13.81			0.0	1872.76517219437	1833.28297531289	0.0	1.36298231734007	4.12488217024938	5.48786448758946	0.291252181060012	185.045929758529	436.546058956734	349.679302317149		0.010787406093081	3.8011632172E-5	0.004737099366197	0.273088966272052	0.002600713923892	2018.0	0.0	0.0	1.31470148108707	1.31470148108707	261.334572357783	405.62307246516	281.520475174828	425.808975282205	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"LAV4424"	0.356029989324487	"LAV"	51.0	6.4	1.0	1.806	22.7399999999999	2.0	0.252	0.0	1741.73794251251	1769.97341547119	0.0	0.0	7.94146126391011	7.94146126391011	0.401967952413599	59.0052474045546	423.024210020229	397.149269735304		0.019568888608291	0.006664040606435	0.036323415787247	0.328787184154593	0.010624429227383	2019.0	0.0	0.0	0.0	0.0	220.592610414324	308.860533828619	232.10760990901	320.375533323305	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"LAV4423"	0.373382511235206	"LAV"	56.0	8.5	2.0	2.17	32.7999999999999			5.0	1207.10303610781	1210.23565130345	0.0	2.43093269471877	4.18541305903876	6.61634575375754	0.368548854450983	22.4034748681424	166.147725721961	70.470612924433	0.06047394839322	0.021678751511678	0.019696806027715	0.016670919306411	0.250028429223345		2019.0	0.0	0.0	0.0	0.0	146.915273636363	220.031069754851	158.418583053386	231.534379171874	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR609"	0.594170331259594	"TOR"	7.0	3.2	1.0	1.051	48.5499999999999	2.0	0.924	5.0	4798.89320022651	4445.76980679336	0.0	2.00292535654487	0.161773527776767	2.16469888432163	0.261596721823853	874.446817698675	327.602125206851	1602.06162366676	0.022975808715552			0.024195184482706	0.091437473591358	0.12298824658206	2018.0	0.0	0.791407693995354	0.0	0.791407693995354	1039.5110005864	1362.18777813439	1120.21736613907	1442.89414368706	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
