Schoolid	Entropie1000m	City	SUMIntersection	NbrSchools	PropIntersectionKm	SUMOnewaykm	PropOneWayKm	NbrCrossingGuard	PropCrossingGuardKm	NbrTrafSignals	Pop2016	Pop2011	Highwaykm	MajorRoadkm	MinorRoadkm	roadcovkm	ShapeAreakm	ISPH1116	OPDbPC60Less	STDMulti	SumParkkm	SumReskm	SumComkm	SumIndkm	SumOpenAreakm	SumGouvkm	CHASEYEAR	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"VAN99"	0.308248657	"VAN"	290.0	1.0	6.7					25.0	15704.68755	14252.61588	0.0	6.610369554	36.45104746	43.06141701	1.677191679	503.3271335	2565.968313	7241.120899	0.031564048	1.418944451	0.01096884	0.050590367	0.006774191	0.158349781	2018.0	4.619009751	0.0	1.283334211	5.902343963	1442.248853	1842.089555	1639.378508	2039.21921	0.0	1.015346517	19.0	1.0	38.0	0.0	4.0	1.0	0.0
"VAN98"	0.502405724	"VAN"	111.0	1.0	4.7					6.0	3662.338933	3525.694756	0.0	4.357581119	19.42073972	23.77832084	1.315580041	188.712227	549.4536567	760.6731639	0.377399939	0.774289571			0.016442302	0.145085573	2018.0	1.321276963	0.0	2.755371835	4.076648797	405.3486391	649.5750587	427.6690679	671.8954875	0.0	0.850071569	1.0	0.0	7.0	0.0	8.0	0.0	0.0
"CAL100"	0.476022834	"CAL"	95.0	3.0	5.2	0.483	2.64			8.0	5173.660389	4917.307744	0.0	3.604641568	14.68879583	18.2934374	1.225714511	467.4205565	42.52072254	347.9880314	0.173247916	0.886721346		0.067091556	0.038123606	0.060530087	2018.0	0.0	2.026068931	0.0	2.026068931	771.5091217	1056.175918	842.1688271	1126.835624	0.0		0.0	0.0	0.0	0.0	3.0	5.0	0.0
"TOR189"	0.470353515	"TOR"	275.0	5.0	8.8	8.843	28.43	11.0	0.354	28.0	18343.59781	17346.6138	0.0	8.071417812	23.02991598	31.10133379	1.51103481	787.1208499	3714.289207	6959.551446	0.300452385	1.041090817		0.003198598	0.039690142	0.11786671	2018.0	2.283975503	1.98512805	1.248622893	5.517726445	1827.018405	2659.068075	1992.336495	2824.386166	0.0	4.729900601	0.0	2.0	4.0	0.0	6.0	8.0	0.0
"VAN97"	0.372107752	"VAN"	167.0	2.0	6.1					23.0	10110.38079	9780.975762	0.0	7.18547135	20.04502285	27.2304942	1.190527662	441.5307013	1337.423753	4362.188352	0.088851755	0.970313833		0.050519192	0.041549952	0.039250908	2018.0	4.61846093	0.0	0.885630156	5.504091086	906.9885043	1209.47576	1012.936629	1315.423884	0.0	2.452186196	8.0	0.0	29.0	0.0	2.0	2.0	0.0
"CAL103"	0.449740751	"CAL"	67.0	2.0	4.5	0.106	0.71			3.0	4602.284915	4383.261343	0.0	0.334390832	14.60102177	14.9354126	1.145249467	388.4069165	25.64276088	311.7447428	0.194542347	0.820338768	0.085827197		0.005501466	0.039039651	2018.0	0.0	1.378780111	0.0	1.378780111	703.8060799	970.250613	762.2287139	1028.673247	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL104"	0.373495447	"CAL"	69.0	2.0	4.9	0.091	0.65			7.0	3765.33422	3581.57515	0.0	1.818909052	12.19555847	14.01446752	0.991332105	299.7156087	85.56679045	242.3099146	0.100902647	0.80414055	0.01657856	0.009103015	0.027456362	0.033150972	2018.0	0.0	0.693146999	0.342069687	1.035216686	478.9955337	669.046369	522.7932755	712.8441108	0.0		0.0	0.0	0.0	0.0	1.0	4.0	0.0
"VAN95"	0.563828145	"VAN"	114.0	1.0	6.8	0.09	0.53			10.0	7204.526438	6661.395299	0.0	3.910999788	12.96503732	16.87603711	0.811857612	212.0134955	206.5368612	3333.244733	0.123291906	0.504362616			0.023621088	0.028099624	2018.0	5.220334214	0.0	0.144810768	5.365144982	535.5583278	692.715223	622.3262608	779.4831561	0.0	0.326335291	4.0	1.0	12.0	0.0	7.0	0.0	0.0
"CAL107"	0.336103935	"CAL"	74.0	4.0	5.0	0.319	2.16			5.0	4411.298456	4350.393358	0.0	1.308038979	13.48778125	14.79582023	0.978796369	306.9575487	32.77233499	298.6957117	0.119528281	0.795517541	0.002878217		0.019278435	0.04159275	2018.0	0.0	2.349480768	0.0	2.349480768	709.0606565	957.4929293	771.2422068	1019.67448	0.0		0.0	0.0	0.0	0.0	3.0	3.0	0.0
"CAL109"	0.313778606	"CAL"	64.0	3.0	4.2	0.157	1.04			3.0	4923.844816	4720.953977	0.0	0.775224124	14.31639254	15.09161667	1.06706741	348.5963821	59.04667464	414.0569202	0.127463672	0.880951032	6.26499E-4		0.021402083	0.036622977	2018.0	0.0	0.985583448	0.0	0.985583448	775.6889438	1037.82035	853.8521362	1115.983543	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"VAN93"	0.400389532	"VAN"	231.0	2.0	7.5					15.0	9324.342151	8462.17291	0.0	5.080842621	25.69396613	30.77480875	1.246122977	326.4039251	1757.222428	4119.970624	0.083893178	0.953680819		0.174387239	0.015999368	0.018162364	2018.0	2.594708192	0.0	0.0	2.594708192	873.306368	1092.912117	984.0539657	1203.659715	0.0	1.820790987	10.0	0.0	30.0	4.0	5.0	1.0	0.0
"TOR174"	0.316929742	"TOR"	155.0	4.0	6.3	4.937	19.92	5.0	0.202	19.0	11783.40269	11835.52817	0.0	6.614552517	18.16718992	24.78174244	1.394934059	689.2292461	1981.892459	2214.466833	0.012948708	1.190524882	0.056827093	0.02520712	0.01833006	0.091096179	2018.0	0.0	0.0	0.543474573	0.543474573	1518.233812	2190.804052	1639.605523	2312.175764	0.0	0.36994744	0.0	0.0	0.0	0.0	2.0	4.0	1.0
"CAL113"	0.392843469	"CAL"	71.0	2.0	4.7					3.0	2807.780711	2815.70799	0.0	0.0	15.14919631	15.14919631	1.122072774	62.45286859	121.9879134	193.4308536	0.071505239	0.874656482		0.111922103	2.63412E-4	0.063725538	2018.0	0.0	0.11683009	1.397134053	1.513964143	338.4206207	490.214015	365.9732252	517.7666195	0.0		0.0	0.0	0.0	0.0	3.0	2.0	0.0
"TOR170"	0.728833304	"TOR"	47.0	3.0	3.8	1.155	9.44	3.0	0.245	8.0	6942.830367	7168.251584	0.0	4.709212132	7.519570206	12.22878234	1.086704745	838.4325072	556.4039942	1498.865801	0.325875863	0.429272974	0.044442525	0.11983802	0.007528804	0.159746533	2018.0	0.0	0.99782134	0.051851183	1.049672523	904.357635	1321.453637	982.1944715	1399.290474	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"VAN90"	0.397982968	"VAN"	292.0	2.0	7.5					23.0	16391.77008	14595.77745	0.0	9.519313541	29.57032638	39.08963992	1.466248083	816.4254655	1945.70697	8794.116503	0.080697325	1.170940796		0.062455112	0.049966941	0.10218788	2018.0	4.703834836	0.0	1.078154184	5.781989021	1086.102368	1342.196432	1259.69778	1515.791844	0.0	1.483254772	16.0	0.0	30.0	1.0	3.0	0.0	0.0
"TOR198"	0.29982101	"TOR"	70.0	3.0	4.2	0.53	3.19	1.0	0.06	7.0	4976.7882	4969.818676	0.0	5.641409462	10.94978254	16.591192	1.301551801	237.5233505	1061.202443	306.6198111	0.194283516	1.063212662		1.34004E-4	0.010962639	0.032958979	2018.0	0.361821817	1.690898234	1.341898927	3.394618978	597.789954	871.5706588	639.3233776	913.1040824	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"VAN88"	0.498541198	"VAN"	23.0	1.0	3.5					0.0	554.927758	592.6114479	0.0	3.062650008	3.536073665	6.598723673	0.991847513	58.13801248	78.61698686	91.86012853	0.619244911	0.218577299			0.016770835	0.137254451	2018.0	0.0	0.0	0.0	0.0	49.37384051	83.35207238	51.40017136	85.37840323	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL122"	0.379151288	"CAL"	91.0	2.0	4.6					1.0	4588.275689	3958.71393	0.0	0.0	19.96470946	19.96470946	1.558863802	156.4942133	596.8060257	434.6354561	0.439115472	1.070891896			4.36739E-4	0.041425285	2018.0	0.0	0.45489311	0.741543623	1.196436733	882.5156897	1138.647236	953.5219995	1209.653546	0.0	0.097510523	0.0	0.0	0.0	0.0	2.0	1.0	0.0
"CAL124"	0.248732601	"CAL"	121.0	1.0	4.6	0.498	1.89			10.0	6373.959714	5571.844809	0.0	0.497507906	25.82269368	26.32020159	1.610386231	218.9669928	937.2050962	1447.356745	0.089743008	1.411761048			0.013662888	0.095219288	2018.0	0.0	0.348825198	2.030396565	2.379221763	753.7149594	930.782286	857.8795588	1034.946885	0.0	0.461603284	0.0	0.0	0.0	0.0	4.0	5.0	0.0
"CAL127"	0.281981123	"CAL"	85.0	2.0	5.4	0.154	0.97			1.0	3832.961189	3892.82187	0.0	0.153812385	15.67639451	15.83020689	1.140651559	149.4193708	2.840159427	5.692146007	0.146804068	0.955746295			0.020405422		2018.0	0.0	1.894696919	0.0	1.894696919	547.4662431	729.717091	569.6299633	751.8808112	0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0
"TOR157"	0.542267788	"TOR"	30.0	1.0	5.4	1.947	34.74			4.0	4557.38355	4721.231242	0.016022698	4.145156211	1.443792003	5.604970913	0.541806855	508.1851406	233.5288234	1399.588132	0.059361802	0.32732674		0.121217734	0.033900576		2018.0	0.0	0.0	0.0	0.0	777.6070268	1027.465806	828.8825758	1078.741355	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR156"	0.558544834	"TOR"	298.0	4.0	8.3	12.961	36.16	7.0	0.195	22.0	19359.0478	16949.87456	0.0	9.697188621	26.14196085	35.83914947	1.482013024	555.7534701	3932.303764	7642.553522	0.184685297	0.967941902		0.10640188	0.044324709	0.178659215	2018.0	3.140650573	1.170381437	0.25975597	4.57078798	1361.867173	1726.980441	1539.646453	1904.759721	0.0	4.086601249	0.0	0.0	6.0	0.0	7.0	0.0	0.0
"CAL13"	0.183914764	"CAL"	57.0	1.0	4.7	0.259	2.14			2.0	2258.701372	2240.151625	0.0	0.28354708	11.82874576	12.11229284	0.900641712	84.07649071	8.385059757	40.21679819	0.055398436	0.823613137		0.001904986	0.017440691	0.002284457	2018.0	0.0	0.637349574	0.0	0.637349574	270.7865166	400.9235416	291.2554496	421.3924745	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL131"	0.444275708	"CAL"	103.0	1.0	4.3	1.212	5.11			7.0	5253.167274	4741.144548	0.0	3.959760025	19.73593878	23.69569881	1.536585795	384.1265752	622.1450226	1305.577548	0.399908181	1.031603296		0.04619177	0.049934754	0.008947777	2018.0	1.59876597	0.87190144	0.753899903	3.224567314	707.7125452	888.058507	779.1978991	959.5438609	0.0	1.802754376	0.0	0.0	0.0	0.0	3.0	2.0	0.0
"TOR152"	0.432022559	"TOR"	102.0	5.0	5.4	1.18	6.28	2.0	0.107	7.0	5252.217226	5097.555924	0.098514895	3.267388214	15.41055843	18.77646154	1.166826975	198.2653865	828.1410422	1447.586646	0.026535774	0.835140256		0.237749809	0.011494902	0.05590623	2018.0	0.226833998	0.0	1.53979922	1.766633217	563.3552149	767.3596021	625.6733292	829.6777164	0.0		0.0	0.0	0.0	0.0	1.0	3.0	0.0
"CAL132"	0.381048801	"CAL"	62.0	1.0	5.2	0.47	3.96			6.0	2521.713395	2315.417734	0.0	0.470373747	11.39134239	11.86171614	0.709870559	151.0072214	499.113447	834.7454705	0.067221106	0.552787947		4.43745E-4	0.015415837	0.074001924	2018.0	0.0	0.235300889	0.226405339	0.461706228	272.1336415	355.098819	291.4225019	374.3876794	0.0		0.0	0.0	0.0	0.0	5.0	4.0	0.0
"TOR206"	0.610171211	"TOR"	69.0	3.0	4.7	0.73	4.93	2.0	0.135	11.0	8804.869254	8668.283657	0.0	4.255773165	10.55609167	14.81186483	1.174499949	843.5783848	1233.24852	2081.227324	0.079945965	0.723604692	0.173162285	0.021284401	0.028372644	0.148129965	2018.0	0.0	0.138513674	0.0	0.138513674	1382.028506	1948.287789	1474.845579	2041.104862	0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0
"TOR142"	0.643301652	"TOR"	32.0	5.0	4.0	2.938	36.69	4.0	0.499	9.0	13456.42882	13120.6664	0.035916985	5.009180905	2.963190466	8.008288355	1.054823762	2140.332202	669.6548599	4325.495765	0.431027909	0.016199931		0.389810613	0.051722131	0.162811737	2018.0	0.0	0.988003431	0.0	0.988003431	2398.55311	3348.258084	2590.864685	3540.569659	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"VAN76"	0.321419901	"VAN"	247.0	2.0	6.8					12.0	11883.5255	11668.59897	0.0	9.04560848	27.25137316	36.29698164	1.394459543	764.2821199	592.3755415	3322.133414	0.040531125	1.180822865		0.027125517	0.092227771	0.053752233	2018.0	1.057446177	0.0	1.003833192	2.06127937	1165.304608	1745.49671	1254.827894	1835.019997	0.0	1.517617299	1.0	0.0	9.0	0.0	2.0	0.0	0.0
"TOR21"	0.309247525	"TOR"	139.0	7.0	5.0	0.277	1.0	8.0	0.288	15.0	9957.377116	9916.335114	0.0	6.92594809	20.88997495	27.81592304	1.666066673	181.4727044	2712.515258	1174.174168	0.061413287	1.425514671	0.014582607	0.085034045	0.003250834	0.076271219	2018.0	0.17035884	2.603771055	0.0	2.774129894	1585.341527	2264.201337	1672.099797	2350.959607	0.0	1.237233658	0.0	0.0	0.0	0.0	8.0	2.0	1.0
"VAN75"	0.215685644	"VAN"	224.0	1.0	5.7					7.0	5328.131742	5160.098538	0.0	4.928164062	34.58708196	39.51524602	1.647854277	326.5882206	392.3147958	444.7232389	0.068964824	1.488332155			0.031378721	0.059178578	2018.0	2.502605412	0.0	0.263805568	2.76641098	539.5542221	871.1675458	575.8724698	907.4857934	0.0	1.032542571	5.0	0.0	1.0	0.0	1.0	0.0	0.0
"VAN74"	0.380820234	"VAN"	227.0	2.0	6.3					7.0	7259.225464	7665.49968	0.0	4.799044748	30.99897651	35.79802126	1.706286234	500.8697607	537.4718603	1227.232161	0.226888945	1.307911216			0.021560428	0.149925641	2018.0	4.520124754	0.0	1.049344215	5.569468968	654.3193087	1069.847883	716.7062542	1132.234829	0.0	1.691441802	6.0	0.0	13.0	0.0	4.0	1.0	0.0
"VAN73"	0.251448919	"VAN"	232.0	2.0	6.0					3.0	5562.99015	5766.405678	0.0	5.941510537	32.89858215	38.84009268	1.466000448	424.2383179	633.3111367	659.1053159	0.078498735	1.292607729		1.98091E-5	0.054084294	0.040789857	2018.0	4.025960731	0.0	1.317416552	5.343377283	660.6232181	1057.338113	677.751174	1074.466069	0.0	1.860663184	1.0	0.0	8.0	0.0	6.0	0.0	0.0
"CAL150"	0.748166194	"CAL"	83.0	4.0	5.4	0.153	1.0			8.0	1654.218711	1575.695909	0.0	0.152937774	15.1228901	15.27582787	1.444992739	58.83038259	457.031582	409.9839292	0.217866794	0.480583103		0.439767035	0.259589077	0.027115694	2018.0	0.0	1.555038194	0.0	1.555038194	151.1421475	202.1434393	181.9171311	232.918423	0.0	1.097918481	0.0	0.0	0.0	0.0	0.0	2.0	0.0
"VAN72"	0.560815612	"VAN"	150.0	1.0	6.2					10.0	5069.375851	4898.896524	0.009841329	7.265390374	16.8136432	24.0888749	1.099708183	224.970112	335.740248	1368.537605	0.065628856	0.593376731		0.363615622	0.059258902	0.017828058	2018.0	0.977646419	0.0	0.458312747	1.435959166	544.7361031	862.1604625	592.6814099	910.1057693	0.0	1.01435128	0.0	0.0	2.0	0.0	2.0	0.0	0.0
"VAN71"	0.474828726	"VAN"	117.0	3.0	4.1					5.0	5336.289291	5105.082812	0.0	4.48203608	23.73257613	28.21461221	1.626294573	407.5785507	1015.669445	979.8050287	0.625963112	0.890501873			0.041129092	0.068700486	2018.0	3.089504895	0.0	0.0	3.089504895	747.0071417	1165.579037	768.308655	1186.88055	0.0	0.711910531	3.0	0.0	6.0	0.0	2.0	0.0	0.0
"CAL153"	0.361210381	"CAL"	109.0	2.0	5.9	0.161	0.87			8.0	2672.077152	2733.344525	0.0	0.161326504	18.26256894	18.42389545	1.271757613	9.89277337	590.8274604	16.36714459	0.178117904	1.006966672			0.013799142	0.015611531	2018.0	0.0	1.811319515	0.0	1.811319515	452.2595712	699.3908958	463.9323748	711.0636995	0.0		0.0	0.0	0.0	0.0	5.0	5.0	0.0
"VAN70"	0.417365051	"VAN"	208.0	3.0	6.6					12.0	8992.32595	8781.71606	0.0	5.117091217	26.32743818	31.4445294	1.404641018	490.4532441	984.3653351	2505.824862	0.303465221	1.001196698			0.03649766	0.062018707	2018.0	4.109501491	0.0	0.0	4.109501491	1078.959022	1594.419433	1178.356131	1693.816541	0.0	2.110103326	5.0	0.0	19.0	0.0	1.0	0.0	0.0
"CAL157"	0.36416499	"CAL"	113.0	2.0	5.3	0.13	0.61			7.0	3337.039655	2843.622088	1.469713233	0.3397434	19.42720302	21.23665965	1.316565371	94.56303743	454.2823249	370.5864498	0.219903544	1.026975394		0.023587616	0.012871217	0.031210432	2018.0	0.235094512	1.035559027	1.041811776	2.312465314	332.9780692	425.5389607	391.1523202	483.7132117	0.0		0.0	0.0	0.0	0.0	5.0	4.0	0.0
"TOR127"	0.37836466	"TOR"	96.0	4.0	4.8			1.0	0.05	10.0	5815.471711	5714.705626	0.0	3.78085127	16.14996085	19.93081212	1.491213003	112.253144	936.4727765	783.7039633	0.05419666	1.206842847	0.03172664	0.046258151	0.008498372	0.143690333	2018.0	0.0	0.654389101	0.0	0.654389101	705.9119495	995.3865897	760.3692931	1049.843933	0.0		0.0	0.0	0.0	0.0	0.0	4.0	2.0
"VAN69"	0.328364836	"VAN"	283.0	1.0	6.8					6.0	9046.630149	8742.123156	0.0	6.421685107	35.3457585	41.7674436	1.51210424	478.9345183	683.3331214	1952.75897	0.154667735	1.25302311		0.019608558	0.062846285	0.021958541	2018.0	0.0	0.0	3.085285712	3.085285712	922.7690146	1376.923378	997.3469023	1451.501266	0.0	1.491025237	0.0	0.0	13.0	0.0	3.0	1.0	0.0
"VAN68"	0.397024961	"VAN"	240.0	3.0	6.6					26.0	13531.95191	12738.40602	0.0	8.264536845	28.32784759	36.59238443	1.624903786	556.038644	1973.011937	6143.183768	0.094769341	1.279459332		0.171100518	0.040217887	0.039314713	2018.0	4.988482405	0.0	0.885630156	5.874112561	1192.407677	1558.863677	1346.425653	1712.881653	0.0	2.385956816	12.0	0.0	43.0	0.0	4.0	1.0	0.0
"VAN67"	0.274336367	"VAN"	186.0	2.0	5.7					9.0	5882.889284	6224.390737	0.0	3.346375561	29.22347641	32.56985198	1.450566405	420.6190142	921.41138	1748.757342	0.113366348	1.250964266			0.031739557	0.054496151	2018.0	5.790181364	0.0	0.283199541	6.073380905	523.2898165	925.4464698	544.4632855	946.6199389	0.0	1.497978096	8.0	0.0	8.0	0.0	7.0	2.0	0.0
"CAL163"	0.312962083	"CAL"	124.0	3.0	4.5	0.487	1.77			44.0	17788.43059	16796.90665	0.0	0.487369357	27.0129738	27.50034316	1.62408495	1754.251154	1071.929048	10521.23522	0.085936291	1.3867771		0.029570771	0.055204533	0.066390004	2018.0	1.433958968	0.390926074	2.46216859	4.287053632	767.919564	1040.135644	893.5024204	1165.7185	0.0		0.0	0.0	0.0	0.0	4.0	6.0	0.0
"VAN66"	0.261595945	"VAN"	225.0	4.0	6.1					10.0	6708.812482	7012.495695	0.0	3.720668826	33.39303492	37.11370375	1.562935287	440.9145649	1031.318605	1743.135335	0.091866354	1.364354211			0.02998447	0.076730245	2018.0	4.413852301	0.0	0.0	4.413852301	612.7625141	1063.002143	653.894547	1104.134176	0.0	1.507095266	9.0	0.0	4.0	0.0	3.0	1.0	0.0
"CAL165"	0.371215265	"CAL"	115.0	3.0	4.6	0.182	0.74			8.0	4981.149262	4518.517974	1.452096203	0.182282224	23.10717248	24.74155091	1.689977228	193.365779	932.0796644	1014.379714	0.350172742	1.264953025	0.014044935		0.016520194	0.043568082	2018.0	0.0	1.98034329	0.0	1.98034329	576.1164258	733.0022044	657.4977696	814.3835482	0.0	1.457784726	0.0	0.0	0.0	0.0	2.0	1.0	0.0
"VAN65"	0.3599846	"VAN"	238.0	1.0	6.5					7.0	7794.002853	7688.266494	6.4082E-4	6.229741797	30.43820364	36.66858626	1.367357202	286.6143113	765.1405386	1858.560755	0.169983624	1.088041864		0.010595801	0.082710768	0.016025125	2018.0	1.145805385	0.0	0.0	1.145805385	794.6157317	1170.285785	846.2595106	1221.929564	0.0	1.889016199	4.0	0.0	8.0	0.0	1.0	0.0	0.0
"TOR220"	0.480929663	"TOR"	78.0	4.0	4.5	2.779	16.16	2.0	0.116	5.0	3933.970605	3890.143088	0.0	4.451645037	12.74562019	17.19726523	1.261108416	124.4177439	849.0864554	274.3647867	0.138717603	0.913529609	0.044548239	2.24674E-6	0.044149502	0.120161217	2018.0	0.430368999	0.479037788	0.0	0.909406787	513.9502824	766.7669914	540.2816602	793.0983692	0.0	0.579789947	0.0	0.0	0.0	0.0	2.0	1.0	0.0
"TOR118"	0.720285799	"TOR"	29.0	3.0	3.7					5.0	6757.36342	6891.256599	0.0	3.405358554	4.380323698	7.785682252	1.046755894	829.5919224	414.5255576	1767.044871	0.270852056	0.436772849	0.08847825	0.20856875	0.02340137	0.018682615	2018.0	0.0	0.0	0.0	0.0	1123.40248	1557.220774	1216.104801	1649.923094	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"VAN64"	0.249004326	"VAN"	207.0	1.0	5.7					6.0	3459.87512	3654.015197	0.0	6.630042789	29.84803952	36.47808231	1.658505396	169.5759642	471.7506175	340.7482883	0.072623312	1.480674048	0.008640694	0.007936123	0.048561779	0.040069443	2018.0	4.810075574	0.0	0.89351249	5.703588064	389.6819146	653.3113683	402.9194632	666.5489169	0.0	1.452827925	3.0	0.0	3.0	0.0	0.0	1.0	0.0
"VAN63"	0.278708781	"VAN"	288.0	1.0	6.5					14.0	12411.37366	12029.32238	0.0	6.146088282	37.82588953	43.97197782	1.680928668	345.8500161	2232.863217	4399.461178	0.085296987	1.468603389	0.001255687	0.016150827	0.058703399	0.050918392	2018.0	3.792564675	0.0	0.0	3.792564675	1506.524332	2062.183393	1646.761154	2202.420215	0.0	2.839930717	16.0	0.0	25.0	0.0	5.0	0.0	0.0
"VAN62"	0.226902969	"VAN"	278.0	1.0	6.2					7.0	7543.601768	7705.182983	0.0	8.188432069	36.5811065	44.76953856	1.672110787	524.5749517	1290.771809	1120.835868	0.076894895	1.498212742			0.066030935	0.030972195	2018.0	3.890961327	0.0	1.447340577	5.338301904	966.9886307	1553.986837	1000.826758	1587.824964	0.0	1.040105231	5.0	0.0	9.0	0.0	5.0	1.0	0.0
"VAN61"	0.391562675	"VAN"	277.0	1.0	7.6					8.0	7893.722433	7745.281105	0.0	5.469187609	30.84692745	36.31611506	1.490988841	321.6674754	717.3865128	2068.167705	0.228642793	1.149857694		0.001961059	0.04080593	0.055542228	2018.0	3.370264666	0.0	1.05520158	4.425466246	779.3702054	1102.809021	850.1717383	1173.610554	0.0	1.870720793	0.0	0.0	13.0	0.0	2.0	0.0	0.0
"CAL174"	0.389246502	"CAL"	61.0	2.0	5.5	0.498	4.52			5.0	2237.952009	2069.227237	1.050384905	0.497915125	9.475602051	11.02390208	0.743206016	301.9841368	79.81086344	718.8107757	0.103486555	0.567695144		0.056271848	0.015752467		2018.0	0.0	0.197112283	0.0	0.197112283	213.1043517	268.5660353	236.0043561	291.4660396	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"VAN60"	0.234817321	"VAN"	251.0	2.0	5.9					18.0	11728.88763	11194.50932	0.0	6.693680165	35.51230099	42.20598115	1.614223685	513.9417625	2183.265431	4298.041671	0.05212499	1.423958192			0.01184889	0.126291573	2018.0	5.160890201	0.0	0.470293334	5.631183535	1193.28068	1656.236298	1307.900351	1770.855969	0.0	1.842705999	5.0	0.0	17.0	0.0	6.0	0.0	0.0
"TOR225"	0.655609385	"TOR"	57.0	3.0	5.6	0.064	0.63			6.0	4297.689175	4410.956898	0.0	1.785304875	8.336616148	10.12192102	0.824992817	168.2745645	627.8877084	793.5085707	0.131557365	0.409423844		0.205432002	0.033864171	0.044715433	2018.0	0.0	1.179293231	0.0	1.179293231	571.6375509	861.7120402	623.8420607	913.91655	0.0	0.435714456	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL177"	0.423184828	"CAL"	150.0	2.0	7.0	2.035	9.53			3.0	6402.414453	6148.956581	0.0	1.581128258	19.76566044	21.3467887	1.304873462	505.1541309	0.0	209.8962939	0.033525693	0.332373748		0.891415441	0.047558581		2018.0	0.0	4.332490494	0.0	4.332490494	1226.194302	1741.855588	1281.019476	1796.680762	0.0		0.0	0.0	0.0	0.0	5.0	2.0	0.0
"CAL178"	0.739276606	"CAL"	86.0	1.0	5.8	0.604	4.1			4.0	1107.544715	995.3657483	0.0	2.901631416	11.84032503	14.74195644	1.513031506	23.48657202	323.9450219	216.1462596	0.525417777	0.566713373		0.181860696	0.112909757	0.0331328	2018.0	0.0	2.20597635	0.0	2.20597635	98.78294202	138.9086349	113.8583853	153.9840782	0.0	0.162789152	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"CAL180"	0.557658136	"CAL"	81.0	1.0	6.2	0.361	2.76			0.0	2463.552085	2500.860589	0.0	1.412270642	11.6618124	13.07408305	0.851816383	81.34439117	0.099406969	8.598783819	0.23616735	0.434625959		0.167321424	0.013701657		2018.0	0.0	0.643228339	0.0	0.643228339	398.8108621	519.1994128	428.8605289	549.2490796	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL181"	0.398001377	"CAL"	120.0	2.0	5.9	0.721	3.54			7.0	9014.36384	7878.367437	0.0	1.133707427	19.25169834	20.38540576	1.376600332	1756.72954	0.008137758	498.3539415	0.078300706	0.183988707			1.053558424		2018.0	0.0	5.059193509	0.0	5.059193509	2050.16801	2740.178013	2204.495062	2894.505065	0.0		0.0	0.0	0.0	0.0	3.0	3.0	0.0
"VAN57"	0.203248726	"VAN"	222.0	2.0	6.2					11.0	11028.86957	11139.15126	0.0	4.108869603	31.49260672	35.60147633	1.358263781	957.5921084	703.2222918	2892.780911	0.028694764	1.244646308	0.048447289		0.014062344	0.022413102	2018.0	1.550822274	0.0	0.0	1.550822274	1280.502865	1951.160935	1364.932834	2035.590904	0.0	1.953643053	3.0	0.0	22.0	0.0	0.0	0.0	0.0
"CAL182"	0.272133742	"CAL"	116.0	3.0	4.3					12.0	6570.968851	6301.865623	0.0	2.108494272	24.94537042	27.05386469	1.671586851	582.2338185	754.2081258	1458.660338	0.076121537	1.464394284		0.068402166	0.049805698	0.012863172	2018.0	0.978196552	0.085613893	0.408168111	1.471978556	988.8287981	1354.052148	1057.144215	1422.367565	0.0		0.0	0.0	0.0	0.0	8.0	3.0	0.0
"CAL183"	0.267046591	"CAL"	119.0	3.0	4.4					12.0	6591.321315	6431.134211	0.0	2.022801093	25.1435554	27.16635649	1.665564991	598.8409518	714.3027561	1453.74159	0.098160568	1.454222851		0.072359337	0.037343358	0.003478878	2018.0	1.133748576	0.116008118	0.698674969	1.948431663	947.0432393	1310.74147	1014.884536	1378.582767	0.0		0.0	0.0	0.0	0.0	8.0	3.0	0.0
"VAN56"	0.316206918	"VAN"	306.0	2.0	7.1					12.0	11563.83209	11446.14704	0.0	7.657509026	35.35930681	43.01681584	1.765926931	1050.892457	695.2174825	2727.824007	0.190094352	1.46281123			0.047030206	0.065971286	2018.0	4.520327529	0.0	0.860474153	5.380801682	1190.720641	1860.611855	1279.857652	1949.748867	0.0	1.792881412	2.0	0.0	18.0	0.0	4.0	1.0	0.0
