Schoolid	Entropie1000m	City	SUMIntersection	NbrSchools	PropIntersectionKm	SUMOnewaykm	PropOneWayKm	NbrCrossingGuard	PropCrossingGuardKm	NbrTrafSignals	Pop2016	Pop2011	Highwaykm	MajorRoadkm	MinorRoadkm	roadcovkm	ShapeAreakm	ISPH1116	OPDbPC60Less	STDMulti	SumParkkm	SumReskm	SumComkm	SumIndkm	SumOpenAreakm	SumGouvkm	CHASEYEAR	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"CAL437"	0.475275751	"CAL"	121.0	2.0	6.8	0.63	3.54			1.0	5339.588857	5029.864489	0.0	0.0	17.7818384	17.7818384	1.139395602	432.494296	0.0	11.86967938	0.074502832	0.41700841		0.634386462	0.013497894		2018.0	0.0	3.197178706	0.0	3.197178706	1111.783199	1559.406099	1161.783078	1609.405978	0.0		0.0	0.0	0.0	0.0	6.0	3.0	0.0
"SUR11"	0.355876192	"SUR"	9.0	1.0	1.5					0.0	1496.925262	949.86712	0.0	3.098039378	2.802899163	5.900938541	1.760031153	91.89569617	22.73202833	157.7016378		0.912581739			0.847449393		2019.0	0.0	0.0	1.853411015	1.853411015	251.4232638	328.2127761	277.8532185	354.6427308	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR109"	0.286201272	"SUR"	20.0	1.0	3.4					0.0	532.7527511	539.9075343	0.0	1.745450306	4.076656222	5.822106528	0.647650134	76.09455335	4.246220041	12.53209088		0.488950826			0.158699298		2019.0	0.0	0.0	0.411630545	0.411630545	69.15805964	112.7424031	72.80752928	116.3918727	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR108"	0.116347888	"SUR"	63.0	2.0	4.2					4.0	4918.349897	5068.973227	0.0	5.417925316	9.746190258	15.16411557	1.143579897	349.8821099	29.71657037	889.2077304	0.001492762	1.07778768			0.064299453		2019.0	0.0	0.0	2.490588367	2.490588367	734.8249849	1061.724132	778.4787365	1105.377884	0.0	0.752348368	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR107"	0.088712883	"SUR"	35.0	1.0	3.5					2.0	986.309999	1086.647311	0.0	3.202125621	6.839469739	10.04159536	1.071519011	124.8364656	9.317894388	24.12803404		1.027091846			0.044427166		2019.0	0.0	0.0	0.595543452	0.595543452	155.4226338	257.732255	164.1043224	266.4139436	0.0	0.53476253	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL443"	0.19355793	"CAL"	52.0	1.0	4.6	0.399	3.52			3.0	1917.119297	1219.167711	0.0	2.322065135	9.025983798	11.34804893	0.80595063	128.0711363	3.717469116	12.07539208	0.031650457	0.729902648			0.044397517		2018.0	0.0	2.058892699	0.0	2.058892699	427.1792278	600.1704064	449.5653457	622.5565243	0.0	0.145598654	0.0	0.0	0.0	0.0	3.0	0.0	0.0
"SUR106"	0.134774453	"SUR"	46.0	1.0	3.9					2.0	5107.308547	4722.120047	0.0	4.151642134	7.499517728	11.65115986	0.946193541	536.2208277	37.24081378	908.6664376	0.006754415	0.884965351			0.054473747		2019.0	0.0	0.444770189	2.780554415	3.225324604	840.1708598	1166.634716	899.9062718	1226.370128	0.0	0.184382716	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR105"	0.320292077	"SUR"	145.0	2.0	6.6					3.0	3863.451542	3527.641918	0.0	3.818779431	18.22511382	22.04389325	1.335953282	160.470291	25.29260666	257.5819797	0.09700093	1.118179943		0.00580901	0.024135588	0.089575205	2019.0	0.0	1.038969034	2.130283454	3.169252488	743.2962782	1042.966637	788.0391636	1087.709522	0.0	0.322189061	2.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL442"	0.545619586	"CAL"	85.0	1.0	5.5	3.04	19.71			0.0	5478.592507	4662.806116	0.0	0.506518627	14.91386653	15.42038516	1.161465769	762.3497603	0.0	157.7588667	0.094193741	0.742239506		0.019202326	0.224349183		2018.0	0.0	2.005143156	0.0	2.005143156	1098.124241	1474.053565	1169.330442	1545.259766	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL441"	0.326977969	"CAL"	188.0	1.0	7.3	1.22	4.77			4.0	8299.879474	7769.136787	0.0	3.832771021	21.76588365	25.59865468	1.387813676	1055.580421	0.0	693.4314328	0.0760333	0.115938303		1.149424297	0.046417773		2018.0	0.0	4.078124793	0.0	4.078124793	1592.726912	2063.588933	1716.916004	2187.778025	0.0		0.0	0.0	0.0	0.0	5.0	1.0	0.0
"CAL444"	0.351652736	"CAL"	68.0	1.0	5.6	2.872	23.83			0.0	1956.931988	585.3799786	0.0	0.021295033	12.03007091	12.05136594	0.919780801	128.4594821	0.0	68.18234052				0.398497137	0.521283662		2018.0	0.0	1.550568362	0.0	1.550568362	429.8451903	518.7786779	468.3830349	557.3165225	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"SUR102"	0.096963768	"SUR"	90.0	1.0	4.6					3.0	3016.549993	3142.814017	0.0	4.555545932	14.96321716	19.5187631	1.47179833	180.4701962	70.57795125	206.101736	0.009767461	1.4117275			0.050303378		2019.0	1.605714268	0.441492524	0.341408591	2.388615383	407.4467618	640.7680559	423.3099245	656.6312186	0.0	0.154837193	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL440"	0.266412259	"CAL"	88.0	2.0	5.7	3.957	25.85			0.0	612.8341637	404.6803628	0.0	0.0	15.30787916	15.30787916	0.928114483	50.26813753	0.874228479	13.55054142				0.739815916	0.179308635		2018.0	0.0	1.516185656	0.0	1.516185656	120.2064158	153.427098	130.2600433	163.4807255	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0
"SUR101"	0.279241112	"SUR"	113.0	3.0	5.6					9.0	7101.742031	6845.120133	0.0	4.692461063	15.63944482	20.33190589	1.478569886	519.9743437	46.23545431	1127.052839	0.03317187	1.26476929		0.016014987	0.013239077	0.151374652	2019.0	0.0	0.534037072	4.115505743	4.649542814	910.9691841	1461.64284	985.2808073	1535.954464	0.0	0.28993139	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR925"	0.373000577	"TOR"	65.0	4.0	4.3			4.0	0.262	7.0	5664.36138	5574.399301	0.0	4.806556759	10.44800604	15.2545628	1.347855614	584.7856503	310.8976239	864.2260119	0.217867941	1.04966686	0.013754345	0.016655184	0.005856874	0.044054415	2018.0	0.0	1.929740997	0.0	1.929740997	501.8501699	812.6889075	533.6892636	844.5280012	0.0		0.0	2.0	0.0	0.0	4.0	0.0	0.0
"CAL51"	0.32513305	"CAL"	132.0	2.0	7.3	0.387	2.13			1.0	3215.920946	3120.451017	0.0	2.962810691	15.22482718	18.18763788	1.211845333	71.83981862	0.617436095	1.714449779	0.235329899	0.935510162			0.041005264		2018.0	0.0	2.838398639	3.141601773	5.980000412	527.4450481	739.4250685	555.2384949	767.2185153	0.0	0.38214311	0.0	0.0	0.0	0.0	4.0	1.0	0.0
"CAL52"	0.332028762	"CAL"	110.0	3.0	5.1	0.768	3.54			9.0	6246.122909	5811.827452	0.0	5.134931805	16.53855012	21.67348193	1.227642556	690.9922518	27.39262223	284.258315	0.103734405	1.012391535			0.079457895	0.030140366	2018.0	0.0	1.791897204	0.0	1.791897204	1039.174204	1407.404229	1117.506229	1485.736254	0.0		0.0	0.0	0.0	0.0	2.0	6.0	0.0
"CAL53"	0.336596906	"CAL"	93.0	2.0	5.0	0.698	3.77			7.0	5312.645616	5025.553801	0.0	4.402569632	14.12931847	18.5318881	1.065648458	619.0642182	55.328415	271.0496859	0.102059902	0.88161891		0.02040581	0.045669358	0.01589448	2018.0	0.0	1.844145704	0.0	1.844145704	873.557157	1211.577257	950.9572467	1288.977347	0.0		0.0	0.0	0.0	0.0	7.0	3.0	0.0
"CAL54"	0.350782486	"CAL"	105.0	3.0	5.1	0.602	2.92			8.0	5918.032404	5494.050809	0.0	3.998008714	16.6028602	20.60086891	1.198737177	705.7042596	38.15551874	279.4588908	0.109627612	0.98416935		0.020379706	0.055138388	0.029422117	2018.0	0.0	1.983568024	0.0	1.983568024	987.5489414	1342.362202	1070.423069	1425.23633	0.0		0.0	0.0	0.0	0.0	7.0	5.0	0.0
"CAL55"	0.269576842	"CAL"	80.0	3.0	5.0	0.163	1.01			5.0	6187.042144	5889.175	0.0	1.358355312	14.77359149	16.1319468	1.152648395	887.2538482	31.58550707	347.1990264	0.11214564	0.989979619		1.07474E-4	0.020178652	0.030237004	2018.0	0.0	0.877958445	0.0	0.877958445	1207.299877	1636.676356	1301.335922	1730.712401	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"CAL56"	0.317452394	"CAL"	129.0	2.0	7.6	0.371	2.19			1.0	3193.926976	3142.058741	0.0	1.804210513	15.16772949	16.97194	1.125214048	69.56291267	0.15293153	0.642271874	0.218001186	0.874176945			0.033035921		2018.0	0.0	2.559745222	2.896609626	5.456354848	528.9327055	730.8574834	560.7526567	762.6774345	0.0	0.356281909	0.0	0.0	0.0	0.0	3.0	1.0	0.0
"CAL58"	0.308189907	"CAL"	104.0	2.0	6.0	0.329	1.88			4.0	4533.098194	4505.74142	0.0	0.328693241	17.13124395	17.45993719	1.159061472	365.0917358	23.09218685	311.4294873	0.217674797	0.91071296			0.030673712		2018.0	0.0	3.102566749	0.0	3.102566749	654.4072218	893.4073227	701.1162679	940.1163688	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL59"	0.432361978	"CAL"	123.0	2.0	6.3	0.597	3.04			5.0	4876.689059	4899.881893	0.0	0.597142499	19.02769476	19.62483726	1.228246202	290.2756422	29.60262708	107.4010484	0.164586616	0.904132346		0.108598129	0.050929095		2018.0	0.0	2.079352532	0.0	2.079352532	736.285871	986.5623177	810.005003	1060.28145	0.0		0.0	0.0	0.0	0.0	6.0	3.0	0.0
"CAL60"	0.450184988	"CAL"	156.0	2.0	6.2	1.592	6.38			7.0	5413.22097	5461.27877	0.0	2.513580773	22.45841184	24.97199261	1.379266057	322.900021	19.67252545	99.81753979	0.201025689	0.989434707		0.130198992	0.058606675		2018.0	0.0	2.08818342	0.0	2.08818342	774.7838551	1042.229919	845.4282789	1112.874343	0.0		0.0	0.0	0.0	0.0	6.0	4.0	0.0
"CAL61"	0.341565363	"CAL"	107.0	2.0	5.2	0.624	3.04			5.0	4019.93775	4002.11903	0.0	0.623728335	19.9015334	20.52526174	1.151646218	146.5378934	56.71703135	190.2110893	0.121325812	0.947155255		0.019572275	0.036830708	0.026762168	2018.0	0.0	1.010918477	0.0	1.010918477	438.9767671	658.7441946	488.5620341	708.3294616	0.0		0.0	0.0	0.0	0.0	5.0	2.0	0.0
"CAL62"	0.403530438	"CAL"	111.0	2.0	4.9	0.412	1.83			5.0	4564.279075	4489.122389	0.0	0.411601296	22.09375797	22.50535927	1.340733264	260.5187252	66.82628034	265.1459357	0.109479061	1.058616682		0.081701437	0.064173933	0.026762168	2018.0	0.0	0.122797485	0.0	0.122797485	578.9986321	823.2972244	638.8289067	883.127499	0.0		0.0	0.0	0.0	0.0	5.0	4.0	0.0
"TOR37"	0.426724393	"TOR"	126.0	4.0	6.2	0.515	2.52	1.0	0.049	16.0	8751.625854	8373.248598	0.0	6.166252326	14.23974614	20.40599847	1.378446074	199.7399049	2444.332041	1351.535439	0.083266886	1.066108602	0.013526112	0.163592922	0.022732327	0.017036285	2018.0	0.744719349	1.578075289	0.0	2.322794638	1346.590259	1860.762732	1440.802239	1954.974712	0.0	3.537961051	0.0	0.0	0.0	0.0	1.0	4.0	0.0
"CAL68"	0.477167443	"CAL"	103.0	2.0	6.0	0.558	3.27			5.0	3319.869761	3218.234357	0.0	2.963376068	14.08527347	17.04864954	1.03952154	112.9829945	44.88631593	182.8456411	0.10323787	0.761872776		0.070721656	0.028453695	0.075235543	2018.0	0.0	0.0	0.0	0.0	377.1569188	540.759957	414.170786	577.7738243	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR915"	0.365876145	"TOR"	144.0	5.0	5.7	7.579	29.78	8.0	0.314	16.0	14435.44256	14169.39065	0.0	5.733229677	19.71899024	25.45221992	1.488721205	1718.540492	3086.457702	3327.155701	0.083339812	1.225490872	0.024943213	0.081030055	0.00623656	0.067680692	2018.0	0.0	0.796642477	0.138635865	0.935278342	1551.981459	2270.972015	1647.152981	2366.143538	0.0	2.986334213	0.0	1.0	0.0	0.0	8.0	1.0	0.0
"CAL70"	0.29334641	"CAL"	58.0	4.0	4.6	0.08	0.63			5.0	2616.878163	2583.314303	0.0	0.088643848	12.55758875	12.6462326	0.909270718	173.0265233	142.4877427	261.1134611	0.148358588	0.739887788		0.013764055	0.002642181	0.004618102	2018.0	0.0	0.579161408	0.0	0.579161408	301.953961	428.7133487	337.6437832	464.403171	0.0		0.0	0.0	0.0	0.0	1.0	4.0	0.0
"CAL71"	0.629992416	"CAL"	122.0	2.0	6.3	2.229	11.43			9.0	1788.115283	1808.561586	0.0	4.222670604	15.2794574	19.502128	1.441376252	57.98046796	40.95582117	77.44641057	0.475249316	0.670605311	0.196179785	7.80597E-7	0.075109105	0.01740642	2018.0	0.0	0.134475655	0.0	0.134475655	212.9414684	315.2117082	227.4314316	329.7016714	0.0		0.0	0.0	0.0	0.0	6.0	1.0	0.0
"TOR913"	0.417943849	"TOR"	167.0	2.0	6.5	3.481	13.45	8.0	0.309	15.0	10368.39564	10680.6424	0.0	4.342902925	21.54280332	25.88570625	1.410773622	433.8033778	2358.031234	1371.169587	0.285118953	1.026020386		0.037161885	0.015328563	0.04714384	2018.0	0.0	0.0	1.552025833	1.552025833	1236.311732	1737.797524	1370.043379	1871.52917	0.0	3.739803855	0.0	0.0	0.0	0.0	5.0	4.0	4.0
"CAL8"	0.263895056	"CAL"	138.0	1.0	6.3	0.094	0.43			10.0	5492.606858	5233.613157	0.0	0.094259889	21.89082737	21.98508726	1.3958604	254.9119978	847.5675685	2144.547856	0.17587585	1.183940851			0.015236079	0.020603528	2018.0	0.0	1.09799463	0.062374481	1.160369111	336.3829121	505.0061686	380.6676711	549.2909275	0.0	0.287462133	1.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL80"	0.587521748	"CAL"	85.0	3.0	4.8	0.41	2.32			4.0	3255.871443	3199.421648	0.0	0.409542737	17.27728613	17.68682886	1.449370522	90.12339537	497.3074514	371.895128	0.295220244	0.8857063		0.032136388	0.157446944	0.025406052	2018.0	0.0	2.262073577	1.810899658	4.072973235	369.9242558	503.5566844	395.1358394	528.7682681	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"CAL82"	0.636915696	"CAL"	145.0	2.0	8.1	1.37	7.65			7.0	2246.906751	2298.201972	0.0	1.489864119	16.41109363	17.90095774	0.880624169	89.93755256	6.513695246	15.67328091	0.075954166	0.400916423		0.170397473	0.233356092		2018.0	0.0	1.246971942	0.0	1.246971942	244.5974939	386.9882586	270.4380246	412.8287894	0.0		0.0	0.0	0.0	0.0	2.0	3.0	0.0
"CAL83"	0.650942426	"CAL"	128.0	2.0	7.3	0.792	4.53			7.0	2377.342511	2476.208004	0.0	1.610660841	15.85947669	17.47013753	0.854431873	63.8421542	5.653936973	2.878664675	0.135547844	0.380573996		0.230860899	0.107449123		2018.0	0.0	1.648061656	0.0	1.648061656	251.769731	398.1198239	276.1764194	422.5265123	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"TOR908"	0.347195567	"TOR"	77.0	3.0	5.3	0.044	0.3			6.0	6434.699136	6485.267791	0.0	2.651299028	11.94543706	14.59673609	1.105068719	510.5033283	1540.14839	2088.209659	0.117936537	0.898783503	0.021885451	1.47282E-6	0.002195001	0.060375559	2018.0	0.4021757	1.093643355	0.757647619	2.253466674	822.8267399	1108.479459	893.0146451	1178.667364	0.0	0.108437583	0.0	0.0	0.0	0.0	0.0	4.0	0.0
"CAL86"	0.423074466	"CAL"	86.0	2.0	4.4	0.252	1.3			4.0	3045.196553	3144.314341	0.0	1.35918641	18.03317984	19.39236625	1.273366956	86.91676126	1.196537365	42.65536737	0.257963669	0.920978744		0.049203901	0.012884202	0.032336443	2018.0	0.0	1.320035377	0.0	1.320035377	399.4659032	561.7048462	430.2426304	592.4815735	0.0	0.284014804	0.0	0.0	0.0	0.0	4.0	2.0	0.0
"CAL89"	0.227431916	"CAL"	84.0	1.0	5.4	0.357	2.31			1.0	3043.435082	3103.709843	0.0	0.356804001	15.10691401	15.46371801	0.94553727	61.52877915	5.893283198	6.745933441	0.082052457	0.836333523			0.01327894		2018.0	0.0	1.430639732	0.0	1.430639732	439.6270669	620.000504	460.0918028	640.4652398	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"CAL94"	0.507127114	"CAL"	34.0	1.0	4.1	3.941	46.98			1.0	1008.903017	1010.657558	0.0	1.557531959	6.831524432	8.389056391	0.501103721	87.49599478	1.992866568	0.055414534	0.192000435	0.255421665			0.047951105		2018.0	0.0	0.673442185	0.0	0.673442185	148.4262764	212.0880477	156.7593067	220.421078	0.0	0.089914577	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL96"	0.384546003	"CAL"	66.0	3.0	4.3	0.242	1.58			5.0	4706.910094	4584.109753	0.0	2.257332098	13.0375281	15.29486019	1.05603249	437.3391852	81.30365612	528.5687666	0.133029171	0.832769834		0.031228547	0.018424859	0.0405801	2018.0	0.0	1.443847285	0.0	1.443847285	710.6488874	988.1725406	773.7979152	1051.321568	0.0		0.0	0.0	0.0	0.0	6.0	3.0	0.0
"CAL98"	0.335982515	"CAL"	84.0	4.0	5.5	0.292	1.93			4.0	5025.402505	4848.78452	0.0	0.914612247	14.23670011	15.15131236	1.100060064	421.9343776	86.16091283	545.0891399	0.151312773	0.881728008		0.001429022	0.010899371	0.054690912	2018.0	0.0	1.567916782	0.120018075	1.687934857	790.7853947	1079.489552	853.9615427	1142.6657	0.0		0.0	0.0	0.0	0.0	8.0	2.0	0.0
"MTL1244"	0.55852572	"MTL"	119.0	2.0	4.7	6.615	26.1	4.0	0.158	3.0	7109.365621	6795.401365	0.0	5.621634235	19.71834912	25.33998335	1.420039062	82.5123937	1496.541034	2413.502348	0.079184582	0.910379759		0.249004283	0.135077628	0.046392809	2018.0	0.907364154	0.0	2.396057371	3.303421525	888.5508081	1246.750477	960.4141318	1318.6138	0.0		0.0	0.0	2.0	0.0	0.0	0.0	3.0
"MTL1252"	0.528954325	"MTL"	168.0	4.0	5.5	9.82	32.37	9.0	0.297	19.0	16974.39773	16179.97471	0.085346814	10.26378972	19.98818113	30.33731766	1.583594155	1746.134798	1423.367108	6730.787113	0.061487944	1.120070609	0.038554877	0.117769356	0.058800522	0.186910825	2018.0	0.0	0.0	0.378754809	0.378754809	2458.990513	3198.416888	2694.635884	3434.062258	0.0	1.237520798	0.0	2.0	1.0	0.0	24.0	0.0	0.0
"MTL1254"	0.389275969	"MTL"	148.0	5.0	5.3	4.565	16.46	3.0	0.108	9.0	9824.622695	9625.305211	0.0	4.495028814	23.24359247	27.73862128	1.519010426	794.8711791	653.8243354	2684.937252	0.150715409	1.205042918	0.003802093	0.02056488	0.036415776	0.102469352	2018.0	1.870880291	0.0	0.0	1.870880291	1590.064038	2141.327897	1716.800445	2268.064303	0.0		0.0	0.0	2.0	0.0	25.0	0.0	0.0
"MTL1261"	0.414084408	"MTL"	99.0	2.0	4.9	11.82	58.04	4.0	0.196	6.0	8755.362154	8400.80544	0.393839064	6.379991747	13.5903457	20.36417651	0.986745733	865.4516372	645.2770858	2797.749637	0.049484687	0.740062521		0.004911403	0.15571171	0.036575409	2018.0	0.505654867	0.0	2.597020712	3.102675579	1492.329745	2024.722769	1625.496529	2157.889553	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR4"	0.418091857	"TOR"	71.0	1.0	4.4			2.0	0.123	6.0	6419.807206	6331.229183	0.0	6.114579979	10.12131028	16.23589026	1.22202798	407.0896388	358.3101866	1106.830631	0.049528518	0.966335154	0.026051833	0.105896847	0.061931143	0.007690861	2018.0	0.794749527	0.0	0.0	0.794749527	726.4419985	1058.582703	764.6967396	1096.837444	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"MTL1266"	0.333710419	"MTL"	98.0	2.0	5.0	3.652	18.45	1.0	0.051	1.0	5395.345428	5554.68224	0.0	5.987227723	13.80980351	19.79703123	1.066938695	213.5955894	167.9193443	877.2841935	0.188301327	0.837147865			0.023399664	0.018089843	2018.0	0.613735	0.0	2.795548261	3.409283261	655.1689353	949.4894939	707.5036321	1001.824191	0.0	0.147672979	0.0	0.0	3.0	0.0	0.0	0.0	1.0
"MTL1269"	0.227077151	"MTL"	121.0	3.0	5.2	8.801	38.07	3.0	0.13	3.0	6219.924264	6041.36059	0.0	7.201521147	15.91640065	23.1179218	1.312919604	217.8162674	107.4038655	995.3007529		1.172795983		0.038879719	0.020832304	0.080411595	2018.0	0.0	0.0	3.26475286	3.26475286	954.9125933	1351.563338	1015.264422	1411.915167	0.0	0.073820043	0.0	2.0	6.0	0.0	0.0	0.0	1.0
"MTL1272"	0.362737261	"MTL"	129.0	1.0	5.8	11.369	50.95	6.0	0.269	8.0	10754.43684	10904.30752	0.0	7.552631976	14.76217335	22.31480533	1.12291517	799.526416	762.1260696	3573.297209	0.047104317	0.938778257	0.033602915	0.022936348	0.039456048	0.041037287	2018.0	1.395438932	0.0	0.0	1.395438932	1654.610676	2227.344274	1801.078019	2373.811616	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"MTL1282"	0.629524134	"MTL"	140.0	6.0	5.4	17.792	68.27	2.0	0.077	19.0	10698.7991	10289.31754	1.806551267	4.577939914	19.67790145	26.06239263	1.37246188	1115.025736	1609.400676	3716.217743	0.024922043	0.720036351	0.014716257	0.362196616	0.187421141	0.063169456	2018.0	0.0	0.0	1.6014632	1.6014632	1836.499934	2456.186577	2004.441452	2624.128094	0.0	0.035434408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR411"	0.517005217	"TOR"	79.0	2.0	5.9	0.046	0.35			8.0	4578.88327	4539.029781	0.0	4.557558825	8.738643355	13.29620218	1.222298616	287.2960884	124.1099336	450.0142245	0.453063904	0.663407289	0.040193315		0.03120808	0.034426032	2018.0	0.020148267	1.29269E-4	0.0	0.020277536	560.4552278	812.0504738	609.0989121	860.6941581	0.0		0.0	0.0	0.0	0.0	0.0	3.0	0.0
"TOR87"	0.504629821	"TOR"	51.0	3.0	5.0	0.071	0.7	2.0	0.197	5.0	6442.267171	5673.891962	0.0	2.775309551	7.395086414	10.17039596	0.878857733	464.6629241	827.0792584	1267.734703	0.107693015	0.535967807		0.221309598	0.004930896	0.008956438	2018.0	0.0	0.290353306	0.0	0.290353306	924.2199761	1344.439811	987.969567	1408.189402	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR42"	0.630967638	"TOR"	46.0	2.0	4.6	0.819	8.19			7.0	4017.31488	4144.469712	0.0	5.774964842	4.22868458	10.00364942	0.870119473	213.3885674	19.10910824	300.5832675	0.13087269	0.425000869		0.253724038	0.03207997	0.028441884	2018.0	0.0	0.166924594	0.0	0.166924594	487.9903186	749.058993	536.1251135	797.1937879	0.0		0.0	0.0	0.0	0.0	0.0	3.0	0.0
"MTL1320"	0.4379644	"MTL"	153.0	2.0	5.8	11.94	45.09	4.0	0.151	10.0	10773.5112	10063.0201	0.964854929	6.775376981	18.73754614	26.47777805	1.420587499	333.2446346	1861.18853	4410.393452	0.057069615	1.025060059		0.273994589	0.023736788	0.040726436	2018.0	0.487058479	0.036357173	2.338608077	2.862023729	1357.769051	1833.437877	1508.578173	1984.246999	0.0	0.964598723	0.0	0.0	2.0	0.0	0.0	0.0	0.0
"MTL1321"	0.368675824	"MTL"	154.0	4.0	5.8	14.448	54.16	3.0	0.112	7.0	11546.99877	11177.51467	2.840746393	5.016520865	18.82119942	26.67846668	1.389301773	589.7089791	1710.793575	4403.568077	0.213185151	1.076185147			0.027924815	0.072006645	2018.0	0.0	0.14924982	4.606586183	4.755836002	1573.798039	2245.511046	1720.807356	2392.520363	0.0	1.837084568	0.0	0.0	8.0	0.0	0.0	0.0	0.0
"MTL1328"	0.619258429	"MTL"	68.0	1.0	4.3	8.222	51.96	2.0	0.126	11.0	6123.032489	6046.751512	0.13416261	4.519160726	11.16967982	15.82300316	0.950333206	258.4140553	1233.359669	2379.678193	0.035664212	0.612203365	0.036430827	0.087690369	0.127648477	0.039898519	2018.0	0.902020919	0.430076753	0.561499098	1.89359677	915.8778159	1159.027359	1002.426951	1245.576494	0.0	0.378533818	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"TOR427"	0.423628759	"TOR"	152.0	5.0	6.4	5.334	22.59	3.0	0.127	28.0	20391.46396	17537.85277	0.0	10.1289521	13.48347981	23.61243191	1.284552531	1329.872866	1931.863212	11100.04368	0.104566862	0.986812552	0.090619938		0.011931917	0.090621268	2018.0	0.0	0.682382401	1.507871418	2.190253819	1029.725641	1351.220185	1219.46888	1540.963423	0.0	0.708457283	0.0	3.0	0.0	0.0	3.0	1.0	0.0
"MTL1332"	0.583211086	"MTL"	137.0	8.0	5.2	8.406	31.74	2.0	0.076	15.0	12167.898	11885.71291	1.260309615	4.868452055	20.35380727	26.48256894	1.575471228	1026.716874	2543.801347	5474.195401	0.133811679	1.02198483	0.059330675	0.065516022	0.040872142	0.253955893	2018.0	0.568774142	0.0	2.396538506	2.965312648	1392.663518	1806.771605	1549.68608	1963.794167	0.0	1.990991556	0.0	0.0	8.0	0.0	0.0	0.0	0.0
"MTL1335"	0.612734023	"MTL"	117.0	7.0	4.9	9.574	39.74	2.0	0.083	19.0	11718.0389	11316.95767	1.186517493	6.621774018	16.28461713	24.09290864	1.544718272	866.1732053	2611.738915	5638.898255	0.087227502	0.910896601	1.72722E-4	0.291826693	0.08639182	0.16820294	2019.0	0.478811046	0.0	2.693609092	3.172420137	1212.154928	1552.952399	1373.011424	1713.808895	0.0	0.575751529	0.0	0.0	1.0	0.0	0.0	0.0	0.0
"MTL1338"	0.558829945	"MTL"	139.0	5.0	6.1	14.851	65.61	5.0	0.221	17.0	9990.083982	9842.841265	0.0	10.24313387	12.39178293	22.63491679	1.445781976	753.2577889	2263.82203	4704.462989	0.28612426	0.83251918			0.064916256	0.262222279	2018.0	0.887398855	0.163993617	6.105400176	7.156792648	1263.753981	1643.050499	1384.177244	1763.473762	0.0	5.670814023	0.0	3.0	1.0	0.0	2.0	0.0	0.0
"MTL1354"	0.523880284	"MTL"	113.0	5.0	4.4	17.3	67.06	5.0	0.194	22.0	19151.09965	18758.11874	0.057642336	9.373641357	16.36775851	25.79904221	1.576285684	1168.762236	3787.167427	9590.007835	0.328192217	1.029810391		0.112321686	0.041007456	0.06495394	2018.0	0.453492922	0.0	3.423993914	3.877486836	2359.908043	3085.68345	2626.23513	3352.010537	0.0	7.421876837	0.0	0.0	23.0	0.0	0.0	0.0	0.0
"MTL1357"	0.406028404	"MTL"	119.0	12.0	4.2	18.343	65.3	2.0	0.071	22.0	17753.54181	17245.5974	0.0	8.735832821	19.35518893	28.09102175	1.634676983	1799.937764	4431.000839	7751.730163	0.184074348	1.250300225	0.016325401		0.027321938	0.156655073	2018.0	0.0	0.0	8.664338772	8.664338772	2378.773544	3117.7748	2639.111993	3378.113249	0.0	7.095006806	0.0	1.0	7.0	0.0	4.0	0.0	0.0
