"","predicted","adjacentschool","parkinglotc","parkinglotb","altparking","bikeracks","segments","Walkscore","LICOATda","SamplingQuadrant","sidewalkboth","sidewalkbothperc","sidewalkone","sidewalkoneperc","parkingsignboth","parkingsignbothperc","parkingsignone","parkingsignoneperc","mountableboth","mountablebothperc","mountableone","mountableoneperc","speedlimitsign","speedlimitsignperc","speedlimit40","speedlimit40perc","speedlimit30","speedlimit30perc","marking","markingperc","obstructions","obstructionsperc","dropoffc","dropoffcperc","dropoffb","dropoffbperc","publicspaces","publicspacesperc","graffiti","graffitiperc","garbage","garbageperc","entrance","entranceperc","device","deviceperc","bikeinfra","bikeinfraperc","enrolment","DanBehaCongestion","DanBehaAdultCrossG","DanBehaChildCrossG","DanBehaDrivDoublePark","DanBehaDrivDropOffOppSide","DanBehaDrivBlockView","DanBehaDrivParkBlock","DanBehaDrivNotFollControls","DanBehaDrivBackUp","DanBehaDrivTexting","DanBehaDrivPhone","DanBehaDrivUTurn","DanBehaTruck","DanBehaPedNotFolControlsA","DanBehaPedNotFolControlsC","DanBehaPedNotFolCrossGA","DanBehaPedNotFolCrossGC","DanBehaPedJayWalkA","DanBehaPedJayWalkC","DanBehaPedDeviceA","DanBehaPedDeviceC","DanBehaPedBetParkCarsA","DanBehaPedBetParkCarsC","ActLivClassEnv","CHASEYEAR","City","SUMIntersection","NbrTrafSignals","NbrCrossingGuard","NbrSchools","ShapeAreakm","Highwaykm","MinorRoadkm","MajorRoadkm","roadcovkm","SumComkm","SumGouvkm","SumOpenAreakm","SumParkkm","SumReskm","SumIndkm","ISPH1116","OPDbPC60Less","Pop2016","Pop2011","STDMulti","SUMOneway","BikeClass01","BikeClass02","BikeClass03","BikeClassAll","AG112","AG117","AG012","AG017","NbrRaisedCrosswalk","SpeedHumpkm","NbrTrafficCircles","NbrMidBlockNarrowings","NbrCurbExtension","NbrDiverter","NbrCrosswalk","NbrFlashingCrosswalk","NbrSpeedActivatedSign","active_t_prop","city","pop_den","child_den","road_den","multihome_den","immigrant_den","density_intersections","proportion_industrial_area","density_pre_1960_houses","proportion_government_area","proportion_commercial_area","density_major_roads","density_bicycle_class","density_curb_extensions","myid","active_t"
"146",0.480497721984227,0,1,0,1,1,3,31,0.058,NA,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0,0,0,0,1,0.333333333333333,1,1,0,0,0,0,1,0.666666666666667,0,0,1,0.333333333333333,417,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,2019,"LAV",128,7,2,15,1.6598905,1.205862716,13.71678138,9.69161486,24.61425896,NA,0.069938782,0.117217029,0.400452625,1.028803475,0.021053544,280.4539476,302.9760385,6526.162342,6422.624078,1314.619311,10.31484088,4.086073097,0.722659798,3.264511126,8.073244021,938.7163495,1334.318923,996.4240233,1392.026597,0,NA,0,1,3,0,0,0,0,0.46583850931677,"Laval",3931.68244652283,838.625558131696,14.8288450111619,791.99158679443,168.95930641208,77.1135204400531,0.0126836944967153,182.527726075907,0.0421345757446048,NA,5.83870734846666,4.86372084242906,1.80734813531375,"CAL20",128
"149",0.480497721984227,1,1,0,1,1,10,32,0.1,2,0,0.4,0,0.5,1,1,1,1,1,0.5,0,0.6,0,0.4,0,0.3,0,0.2,0,0.2,0,0,0,0,0,0,1,0.3,0,0,1,0.6,0,0,0,0,0,0,695,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2018,"LAV",154,1,2,4,4.158290287,0.168823615,24.89408441,8.983456213,34.04636424,NA,0.067665899,0.989730314,NA,2.881474141,0.210133446,719.2698945,214.1270148,13113.49785,10908.64082,2838.216034,6.040595004,2.96820344,0,0.540981699,3.509185139,2215.033896,2977.83039,2389.653652,3152.450146,0,0.531828988,0,0,0,0,0,0,0,0.172413793103448,"Laval",3153.57922245028,758.112091369729,8.18758717890346,682.543987578999,172.97250669311,37.0344515103835,0.0505336163415375,51.4940035498296,0.0162725289313117,NA,2.16037255529871,0.84390095370944,0,"CAL200",81
"153",0.480497721984227,0,1,0,0,1,3,62,0.052,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,1,0,0,1,0.333333333333333,1,0.333333333333333,1,1,0,0,0,0,1,0.666666666666667,0,0,0,0,359,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2019,"LAV",154,8,1,1,3.489723194,1.10762861,17.84056701,11.23831196,30.18650758,0.138777453,0.011578884,1.496240466,0.058847088,1.49261842,0.291660881,187.8574057,173.8284451,5572.587114,5463.063872,742.4067721,8.6251617,4.313202769,0,0.234163951,4.54736672,712.8929234,1012.89993,760.3987357,1060.405742,0,NA,0,0,0,0,0,0,0,0.588541666666667,"Laval",1596.85648523102,303.865287603095,8.6501151815997,212.740876805486,53.8316064789865,44.1295745934169,0.0835770818446181,49.8115281460917,0.00331799496874364,0.0397674672990124,3.2204021165124,1.30307375892118,0,"CAL202",38
"157",0.480497721984227,0,1,0,1,1,4,77,0.163,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.5,1,1,0,0,0,0,1,0.5,1,0.25,0,0,1,0.25,1,0.5,0,0,1,0.5,475,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,3,2018,"LAV",185,17,1,2,2.509088319,0.707526176,19.91036698,11.99020149,32.60809465,0.202505183,0.092781268,0.255820898,0.012129113,1.634634955,0.249677374,482.0112764,1164.899927,9568.525215,8917.211693,3069.039815,12.86048602,6.405671066,0.296453549,4.00360513,10.70572974,939.2393326,1302.981495,1058.316649,1422.058812,0,NA,0,0,0,0,0,0,0,0.524590163934426,"Laval",3813.54659481,566.763155059748,12.9959931673493,1223.16930486655,192.106141800583,73.7319601701912,0.099509201054951,464.272189296339,0.0369780797660315,0.0807086707416934,4.7787084253689,4.26678075017574,0,"CAL205",45
"160",0.285318238275449,0,1,0,1,0,4,78,0.261,NA,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.5,1,0.5,0,0.25,0,0.5,0,0.25,0,0,0,0,1,0.25,0,0,1,0.5,0,0.25,0,0,0,0,438,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,2019,"LAV",416,13,3,11,4.779172843,1.129884077,47.13839143,20.39114638,68.65942189,0.107186893,0.263477935,0.379024454,0.166020959,3.524607474,0.027094052,1141.792052,1522.298416,22862.27714,22163.22539,5534.859828,19.08257365,6.391557733,1.251860331,4.768459108,12.41187717,2467.652792,3505.865856,2632.752723,3670.965786,0,0.315556529,0,0,1,0,0,0,0,0.420634920634921,"Laval",4783.7309699912,768.117393238209,14.3663818291411,1158.1208735957,238.909972396661,87.0443513273035,0.00566919274319286,318.527591700244,0.0551304469738761,0.0224279172403223,4.26666853237306,2.59707643513658,0.209241229152172,"CAL208",72
"161",0.285318238275449,0,1,0,1,1,6,68,0.09,NA,1,1,1,1,0,0.833333333333333,1,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,0.5,0,0.5,1,0.333333333333333,0,0,1,0.166666666666667,0,0.333333333333333,0,0,0,0.5,0,0.666666666666667,0,0,0,0,1069,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,3,2019,"LAV",416,13,3,11,4.779172843,1.129884077,47.13839143,20.39114638,68.65942189,0.107186893,0.263477935,0.379024454,0.166020959,3.524607474,0.027094052,1141.792052,1522.298416,22862.27714,22163.22539,5534.859828,19.08257365,6.391557733,1.251860331,4.768459108,12.41187717,2467.652792,3505.865856,2632.752723,3670.965786,0,0.315556529,0,0,1,0,0,0,0,0.585034013605442,"Laval",4783.7309699912,768.117393238209,14.3663818291411,1158.1208735957,238.909972396661,87.0443513273035,0.00566919274319286,318.527591700244,0.0551304469738761,0.0224279172403223,4.26666853237306,2.59707643513658,0.209241229152172,"CAL209",96
"163",0.285318238275449,0,1,0,0,1,6,56,0.075,NA,0,0.5,0,0.5,1,1,1,1,0,0.166666666666667,0,0.5,1,0.666666666666667,1,0.5,0,0.333333333333333,0,0.666666666666667,0,0,0,0,1,0.166666666666667,0,0.333333333333333,0,0,0,0,0,0.5,0,0,0,0,600,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,3,2019,"LAV",169,7,1,1,9.807758437,1.687944595,19.79060951,22.28482833,43.76338244,0.036620115,0.014484658,5.5479227,0.679550899,3.487493867,NA,208.1422397,142.6096174,9619.622686,8859.390082,678.5824226,10.30546034,0.99980683,0.783039981,4.048557776,5.831404586,1690.586503,2434.478415,1793.161415,2537.053327,0,NA,0,0,0,0,0,0,0,0.357843137254902,"Laval",980.817660609355,258.67820290403,4.4621187115398,69.1883295208446,21.2222029158853,17.231256365618,NA,14.5404904001308,0.00147685713234497,0.00373379047161783,2.27216325454448,0.59457057628998,0,"CAL211",52
"173",0.285318238275449,0,1,0,0,0,3,30,0.022,NA,0,0.666666666666667,0,0.666666666666667,1,1,1,1,0,0.333333333333333,0,0.333333333333333,1,1,1,0.666666666666667,0,0.333333333333333,1,0.666666666666667,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,0,0,0,0,1,0.666666666666667,0,0,1,0.333333333333333,428,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2019,"LAV",583,25,10,13,36.47343678,0.095073944,95.52486324,45.61851728,141.2384545,NA,0.048817973,24.83586211,1.250220177,7.938756957,1.034631561,645.9190584,865.4480181,31648.22735,30484.00809,2330.904351,11.87482809,3.920703188,0.240215043,10.44697451,14.60789274,4756.241948,6889.318184,5046.406825,7179.483061,0,0.524860181,0,0,2,0,0,0,0,0.173184357541899,"Laval",867.706203308873,196.841419258216,3.87236484875062,63.9069020300861,17.7093006698559,15.9842354181354,0.0283667143088456,23.7281730076658,0.00133845278399345,NA,1.25073262372178,0.400507712725612,0.0548344268203617,"CAL213",87
"184",0.731884090044019,0,0,0,0,1,4,82,0.172,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,0.75,0,0,0,0,0,0,1,0.75,1,0.25,1,0.25,1,0.5,1,0.5,0,0,384,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,2018,"MTL",98,7,3,1,0.890306996,NA,11.5902265,4.296650249,NA,0.013274405,0.032036842,0.010116936,0.160415954,0.662168627,0.011443576,169.0259475,1451.989229,7583.963549,7070.242646,3363.893087,6.860435998,0.90485565,1.087026935,1.667999746,3.659882331,909.4732308,1214.533521,1021.046363,1326.106654,0,0.215140687,0,0,0,0,0,0,0,0.828685258964143,"Montreal",8518.36903795374,1489.49369145472,NA,3778.35185179203,189.851307761711,110.074390564488,0.012853516878351,1630.88601518751,0.0359840393751101,0.0149099187804203,4.82603222068806,4.1108093583935,0,"CAL214",41
"196",0.731884090044019,1,1,0,0,1,4,90,0.137,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.5,1,0.5,1,0.75,0,0,1,0.5,1,0.5,1,0.25,1,0.25,1,0.5,1,0.5,1,0.5,1,0.25,522,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,2018,"MTL",83,12,2,2,0.835171998,NA,9.588160951,4.992805308,NA,NA,0.016093182,0.017376589,0.108618567,0.486275797,0.20680787,510.1822855,1925.643482,9508.008064,8284.105691,4738.239764,9.269280688,0,0,3.905810242,3.905810242,1249.158118,1566.804566,1393.112253,1710.758701,0,2.985518181,0,0,7,0,0,0,0,0.7,"Montreal",11384.4909632614,2048.39087648626,NA,5673.37000683301,610.870918471575,99.3807266033361,0.247623089010702,2305.68492072456,0.0192693026568642,NA,5.97817613612089,4.67665373282786,8.38150706293196,"CAL215",37
"201",0.731884090044019,0,0,0,0,1,4,90,0.117,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.75,0,0,1,0.5,1,0.25,1,0.75,1,1,1,0.75,0,0.25,1,0.5,1,0.5,429,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,5,2018,"MTL",70,15,4,4,0.99097881,1.363214842,10.0207748,5.323728689,16.70771833,NA,0.037691229,0.010739618,0.113895281,0.739006118,0.089646588,480.1681221,3874.272224,11261.32219,10982.19647,5900.341589,9.848312003,0.606319226,0.593294953,4.541580714,5.741194893,1098.404235,1435.246758,1233.084212,1569.926735,0,4.892719938,0,0,19,0,1,0,0,0.86697247706422,"Montreal",11363.8375274644,1584.21826900618,16.8598139146891,5954.05424360184,484.539242670587,70.6372318899533,0.090462668924273,3909.54093559276,0.0380343440441476,NA,5.37219225605843,5.79345878546081,19.1729629415588,"CAL218",123
"206",0.731884090044019,0,0,0,0,1,4,82,0.125,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0,0.25,0,0.25,1,1,1,0.5,1,0.5,0,0,1,0.25,0,0,1,0.25,1,0.75,1,1,1,1,323,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2018,"MTL",44,13,2,1,0.813586533,NA,7.280196364,4.044627365,NA,NA,0.029305018,0.058296746,0.112598325,0.445960757,0.167425674,437.152952,1676.676092,6491.988075,6346.996442,2956.673758,5.661795333,0,0,2.581957065,2.581957065,764.9260167,1052.681099,852.7098226,1140.464905,0,5.04876e-06,0,0,0,0,0,0,1,0.842741935483871,"Montreal",7979.46845440226,1401.77456083826,NA,3634.1232777018,537.315865330332,54.0815244787244,0.205787174699953,2060.8454343725,0.0360195465526468,NA,4.97135486017195,3.17354941395029,0,"CAL228",62
"208",0.731884090044019,0,0,0,0,1,4,93,0.111,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,1,0,0,1,0.25,1,0.25,0,0,0,0,1,0.25,0,0.25,1,0.5,1,0.25,422,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,2018,"MTL",34,9,2,1,0.464702603,NA,7.013738668,2.090559943,NA,NA,0.033623002,0.000340697,NA,0.4307389,NA,274.9966655,2824.806545,7960.324886,7852.30588,3839.718571,6.622881201,0,0,2.962881861,2.962881861,939.9256585,1174.91629,1034.920653,1269.911285,0,NA,0,0,0,0,0,0,0,0.842281879194631,"Montreal",17129.9339289477,2732.73977120373,NA,8262.74384135524,591.769152409934,73.1650732759076,NA,6078.7405251526,0.0723538060319408,NA,4.49870504168448,6.37586671964478,0,"CAL229",62
"209",0.731884090044019,0,0,0,0,1,4,98,0.169,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,0,0.25,0,0,1,0.25,0,0,0,0,0,0,0,0,1,0.75,0,0.25,1,0.25,475,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2019,"MTL",108,28,2,1,1.276899044,NA,11.4734323,7.472506089,NA,NA,0.108050318,0.026179382,0.392537094,0.689491494,0.06052709,587.4029971,3997.082892,13024.65224,12179.10755,6983.062041,12.43694682,0,0,4.294337788,4.294337788,1133.265931,1416.393981,1295.126145,1578.254195,0,0.445299919,0,0,0,0,1,0,0,0.869230769230769,"Montreal",10200.2208406384,1236.00546371777,NA,5468.76597160331,460.023053396538,84.5799051283494,0.0474016252768061,3130.30455366211,0.0846193115326665,NA,5.85207274146882,3.36309891387153,0,"CAL235",69
"211",0.731884090044019,0,0,0,0,1,6,86,0.193,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0.666666666666667,0,0.5,0,0.333333333333333,0,0.5,0,0.333333333333333,0,0,1,0.166666666666667,0,0.5,0,0,1,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0,0,339,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,4,2019,"MTL",70,6,1,2,0.792353304,NA,8.5496575,4.222170615,NA,NA,0.037487947,0.03065522,0.060785417,0.619346409,0.044078323,810.2748012,1002.530194,5470.20747,5346.890148,2329.057544,7.963546033,0,0,1.027145504,1.027145504,961.9328076,1194.614095,1061.785144,1294.466431,0,0.324846176,0,12,2,0,1,0,0,0.756198347107438,"Montreal",6903.74791445307,1633.69853380456,NA,2939.41797458574,1022.61806331788,88.3444287373098,0.0556296323590518,1265.25653258335,0.0473121608892793,NA,5.32864644305187,1.2963226111568,2.52412653535171,"CAL239",62
"216",0.731884090044019,0,0,0,0,0,4,87,0.174,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,1,1,0.25,1,0.25,0,0,0,0,0,0,1,0.25,0,0.25,0,0.25,0,0,513,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,2019,"MTL",94,18,5,9,1.276372916,2.86417692,12.89061533,7.573385101,23.32817735,NA,0.217435392,0.061481979,0.064482193,0.932973363,NA,1417.110476,3567.092224,12856.57754,13196.22975,4991.508042,14.67596085,0,0,1.550662559,1.550662559,1484.778538,2067.875,1619.467438,2202.563899,0,5.047569411,0,0,0,0,0,0,0,0.587912087912088,"Montreal",10072.7439283897,1725.64293036127,18.2769291463092,3910.69724171427,1110.26366842776,73.646188211659,NA,2794.71005635159,0.170354125564977,NA,5.93352068667681,1.21489773056263,0,"CAL241",106
"220",0.731884090044019,0,0,0,1,1,4,96,0.118,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.25,1,0.25,0,0,0,0,1,0.5,1,0.75,0,0,0,0,541,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2018,"MTL",188,34,16,20,2.458559223,NA,26.90760049,10.86039829,NA,0.033045793,0.219679448,0.060979438,0.171698085,1.732783429,0.237047599,2923.603487,7893.469954,31589.79202,31222.10584,11892.11016,17.6817312,1.322836712,0,5.901470192,7.224306904,5676.230837,7628.064618,6199.559184,8151.392965,0,2.917033616,0,4,34,0,0,0,0,0.828467153284672,"Montreal",12848.90423809,3315.51621321265,NA,4837.02407847183,1189.1531672898,76.4675498728061,0.0964172824402205,3210.60801796272,0.0893529209892049,0.0134411214059251,4.41738323339954,2.93843110892595,13.8292377429543,"CAL243",58
"223",0.480497721984227,0,1,0,0,1,5,45,0.115,1,0,0.8,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.8,1,0.8,0,0.2,1,0.2,1,0.2,0,0,1,0.8,0,0,0,0,0,0.2,1,0.8,1,0.2,520,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,3,2018,"MTL",113,11,0,3,1.892635894,NA,12.80937556,6.943608868,NA,NA,0.075770137,0.047589318,0.171941477,0.654950691,0.942384288,297.8373508,219.8353143,6426.938445,5487.619721,1258.068703,10.68233303,1.325300241,0,3.460560391,4.785860631,1281.756382,1648.423337,1392.335711,1759.002666,2,0.227763435,0,6,0,0,0,0,0,0.735751295336788,"Montreal",3395.7606243095,929.393060533385,NA,664.71776583563,157.366428346941,59.7050919081851,0.497921597591766,116.152988008374,0.0400341857830157,NA,3.66875049237548,2.52867476843911,0,"CAL245",65
"224",0.731884090044019,0,0,0,0,1,4,71,0.121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,0.75,0,0,0,0,0,0,1,0.75,1,0.25,0,0,1,0.75,1,0.5,0,0,241,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2018,"MTL",52,2,2,4,0.611200569,NA,7.369073337,2.486387632,NA,NA,0.081715336,0.027647315,0.099417238,0.370461652,NA,217.8958123,993.5494738,3663.700987,3525.817427,1599.954314,5.145534624,1.088417585,0.078303959,0,1.166721544,469.8332644,635.4079768,507.3406572,672.9153696,0,NA,0,0,0,0,0,0,0,0.666666666666667,"Montreal",5994.26959466721,1100.9730745195,NA,2617.72386209935,356.504596611395,85.0784548271584,NA,1625.57026971616,0.133696433126194,NA,4.06803880445995,1.90890127263609,0,"CAL254",70
"226",0.480497721984227,0,1,0,0,1,3,71,0.263,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0.666666666666667,0,0,0,0,211,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,2018,"MTL",92,7,3,4,2.942755124,4.000983713,15.11468316,5.588009291,24.70367616,NA,NA,0.31350308,0.253362683,0.747808456,1.628080935,242.1551419,1055.552487,5572.825472,5532.866521,2005.54266,10.08790769,2.13586692,0.204881439,0.659740118,3.000488478,792.3395817,1088.118637,863.3758474,1159.154903,0,NA,0,0,0,0,1,0,1,0.838926174496644,"Montreal",1893.74420812324,393.901243615675,8.39474408132914,681.518704578424,82.2885804955615,31.2632197119233,0.553250564996722,358.69531867987,NA,NA,1.89890393713915,1.01961881011748,0,"CAL258",37
"242",0.731884090044019,1,1,0,0,1,3,81,0.141,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.333333333333333,0,0,1,0.333333333333333,1,1,0,0.333333333333333,0,0,0,0,379,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,4,2018,"MTL",1066,56,23,36,15.68183269,8.067649222,139.7129764,60.52121955,208.3018452,0.91697985,0.783855724,1.317089307,0.970288579,7.605202655,4.038119371,5759.485299,9172.621586,80506.34023,78049.90664,30847.50785,67.13230564,17.68182272,1.758753363,7.099822018,26.5403981,10602.17219,14548.09807,11524.24447,15470.17036,0,NA,0,0,0,0,1,0,1,0.396825396825397,"Montreal",5133.73288833373,986.50270448715,13.283003926756,1967.08563723364,367.271186528645,67.9767487048735,0.257503026006331,584.920255643921,0.0499849564458017,0.0584740232935109,3.85932057473061,1.6924296174212,0,"CAL26",45
"246",0.480497721984227,0,1,0,0,1,4,21,0.055,1,0,0.5,1,1,0,0.25,1,0.75,0,0,0,0.25,1,0.5,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,374,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2018,"PEL",69,2,2,1,2.005012325,0.658336521,15.43918892,3.190378742,19.28790418,0.009669273,0.032720147,0.220886109,0.030017227,1.42550384,0.25226467,108.0624743,161.3357648,3343.211507,3422.305254,19.82858718,1.645193053,1.386419851,1.26987316,0.797587368,3.453880379,470.024782,739.3537646,488.010891,757.3398736,0,NA,0,0,0,0,0,0,0,0.532520325203252,"Peel",1667.4269107049,377.723300828088,9.61984319971699,9.88950887371727,53.8961646033772,34.4137535413903,0.125817017109857,80.4662209744771,0.0163191749955951,0.00482255040502058,1.59120156131709,1.72262301629492,0,"CAL260",55
"247",0.480497721984227,1,1,0,1,0,3,42,0.065,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,216,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2018,"PEL",47,3,0,1,1.817491612,NA,10.55065971,3.212862762,NA,2.8602e-05,0.123740375,0.379816546,0.344185947,0.93184805,NA,159.5963814,57.93195229,4203.316782,4192.940072,375.6255955,0.085416397,0,4.685560849,0.698201482,5.383762332,488.5678421,722.291683,514.8731154,748.5969564,0,NA,0,0,0,0,0,0,0,0.557142857142857,"Peel",2312.70216283122,411.884682964908,NA,206.67253318801,87.8113441329049,25.8598167329534,NA,31.8746738128,0.068083051488658,1.57370740041688e-05,1.76774557900958,2.96219377104889,0,"CAL266",113
"250",0.480497721984227,0,1,0,0,1,3,63,0.225,4,0,0.666666666666667,1,1,1,1,1,1,0,0,0,0,1,0.666666666666667,1,0.666666666666667,0,0,1,0.666666666666667,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.666666666666667,0,0,0,0,1,1,0,0,0,0,364,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,2018,"PEL",63,5,2,1,1.374174261,NA,10.23602344,5.032387303,NA,0.100905939,0.264612893,0.078397232,0.144098078,0.695194506,0.090965625,336.9708093,457.9068719,5370.524452,5406.510316,1159.527491,2.021733512,0.629686344,3.183419379,0.249129049,4.062234772,789.8290445,1177.239911,850.6954989,1238.106366,0,NA,0,0,0,0,0,0,0,0.729411764705882,"Peel",3908.18297534682,900.982066931612,NA,843.799453903467,245.216941448738,45.845713886501,0.066196571702488,333.223292631589,0.192561380685037,0.0734302350609956,3.66211727713331,2.95612782693504,0,"CAL271",37
"257",0.480497721984227,0,1,0,0,1,3,21,0.078,1,1,1,1,1,0,0,0,0.333333333333333,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0.666666666666667,1,0.333333333333333,1,0.333333333333333,0,0,0,0,1,1,0,0.333333333333333,0,0,768,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,2,2018,"PEL",36,2,2,1,1.192774835,NA,10.00274078,0.542626484,NA,NA,NA,0.264076241,NA,0.928698595,NA,295.2312946,4.68401898,3853.764761,NA,32.79168178,NA,0,2.217313856,0,2.217313856,819.970449,1117.493506,873.8510259,1171.374083,0,NA,0,0,0,0,0,0,0,0.660287081339713,"Peel",3230.92393293157,982.058011812431,NA,27.491929589544,247.51636766381,30.1817232755418,NA,3.92699346310404,NA,NA,0.454927843946339,1.85895425602268,0,"CAL273",40
"259",0.59793070477151,0,1,0,0,1,1,47,0.084,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,241,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,3,2018,"PEL",71,2,7,1,1.229689525,NA,10.7660466,5.064321499,NA,NA,0.062201445,0.06040974,0.131037163,0.976038574,2.59512e-06,678.1796435,119.0540929,8812.119157,8655.523135,1844.370555,2.539107092,0.721982126,2.473227015,0.28785285,3.483061991,1142.506663,1587.998244,1234.000438,1679.492019,0,NA,0,0,0,0,0,0,0,0.409448818897638,"Peel",7166.13338395316,1365.78541563164,NA,1499.86685053693,551.504773938771,57.7381514248485,2.11038635951624e-06,96.8163837127913,0.0505830485951322,NA,4.11837410666729,2.83247268533088,0,"CAL281",49
"268",0.480497721984227,0,1,0,0,1,4,41,0.071,1,0,0.5,0,0.5,0,0.25,0,0.25,0,0,0,0,1,0.5,1,0.5,0,0,1,0.5,0,0,1,0.25,1,0.25,0,0,0,0,0,0,1,0.5,1,1,1,1,294,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,3,2018,"PEL",82,9,8,1,1.836699357,1.16816161,12.26302563,7.234067726,20.66525496,NA,0.093768689,0.067848241,0.459325978,1.199686581,NA,462.8646659,75.11817352,7911.608687,7791.079677,1459.81741,5.373191638,0,11.62583937,0,11.62583937,982.4805875,1416.843082,1055.16529,1489.527784,0,NA,0,0,0,0,0,0,0,0.604347826086956,"Peel",4307.51426837898,810.980729275662,11.2512997193803,794.804770000254,252.008944270567,44.6453033739479,NA,40.898459093869,0.0510528239924679,NA,3.93862375920677,6.32974543476143,0,"CAL282",30
